Rank,Account,本家(我方),小軸(我方),勝負,先後攻,本家(敵方),小軸(敵方),備註,Date,Season
金5,儀式,御巫,無,X,後攻,冰結界,無,,2024/8/3,S32
金5,儀式,御巫,無,O,先攻,電子龍,無,,2024/8/3,S32
白金5,本帳,珠淚,荷魯斯,O,後攻,聖邪璃琴,無,,2024/8/3,S32
白金5,本帳,珠淚,荷魯斯,O,後攻,百夫,無,,2024/8/3,S32
鑽5,主流,R-ACE,無,O,後攻,炎獸,無,,2024/8/3,S32
鑽5,主流,R-ACE,無,X,後攻,恐啡肽,無,,2024/8/3,S32
鑽5,主流,R-ACE,無,X,後攻,珠淚,荷魯斯,60 14+64+荷魯斯,2024/8/3,S32
鑽4,尤,雷精,鐵獸,O,後攻,烙印,無,60烙,2024/8/3,S32
鑽4,尤,雷精,鐵獸,X,後攻,百夫,無,,2024/8/3,S32
鑽4,尤,雷精,鐵獸,X,後攻,破械,無,,2024/8/3,S32
鑽4,尤,雷精,鐵獸,O,後攻,尤貝爾,破械,,2024/8/3,S32
鑽4,尤,雷精,鐵獸,X,後攻,64壞,無,次元,2024/8/3,S32
鑽4,尤,雷精,鐵獸,O,先攻,64壞,荷魯斯,,2024/8/3,S32
鑽4,尤,雷精,鐵獸,O,先攻,古生物,無,,2024/8/3,S32
鑽4,尤,雷精,鐵獸,O,後攻,尤貝爾,雷精,,2024/8/3,S32
鑽4,尤,雷精,鐵獸,X,後攻,珠淚,64壞,,2024/8/3,S32
金4,烙印,烙印,無,O,先攻,白龍,無,,2024/8/3,S32
金4,烙印,烙印,無,O,後攻,相劍,無,,2024/8/3,S32
金4,烙印,烙印,無,X,先攻,銀河眼,無,銀河眼後攻FTK,2024/8/3,S32
金5,擺盪,霸王,魔術師,O,先攻,燒血,無,,2024/8/3,S32
金5,擺盪,霸王,魔術師,O,先攻,魔術師,無,,2024/8/3,S32
鑽4,尤,雷精,鐵獸,O,先攻,炎王,蛇眼,,2024/8/4,S32
金5,儀式,御巫,無,X,先攻,教導,無,被FTK,2024/8/4,S32
金5,儀式,御巫,無,X,後攻,紅惡魔龍,無,紅蓮超新星在對方攻擊時也可除外,2024/8/4,S32
金5,儀式,御巫,無,O,後攻,星塵龍,無,對方中離,2024/8/4,S32
白金5,本帳,珠淚,荷魯斯,O,後攻,教導,64壞,,2024/8/4,S32
白金4,本帳,珠淚,荷魯斯,O,先攻,尤貝爾,破械,噴得很爛 但好險對方動點也不夠多,2024/8/4,S32
鑽5,主流,R-ACE,無,X,後攻,斬機,平行者,爛牌不配贏,2024/8/4,S32
鑽5,主流,炎王,蛇眼,O,後攻,炎獸,無,,2024/8/4,S32
鑽5,主流,炎王,蛇眼,O,後攻,spyral,無,,2024/8/4,S32
鑽4,尤,雷精,鐵獸,X,先攻,尤貝爾,破械,吃拮抗,2024/8/4,S32
金4,烙印,烙印,無,O,後攻,吸血鬼,無,,2024/8/4,S32
金4,烙印,烙印,無,X,先攻,百夫,荷魯斯,,2024/8/4,S32
金4,擺盪,霸王,魔術師,O,後攻,烙印,無,對手中G,2024/8/4,S32
金4,擺盪,霸王,魔術師,O,後攻,卡通,蛇眼,,2024/8/4,S32
金4,烙印,烙印,無,X,先攻,炎王,蛇眼,卡手,2024/8/5,S32
金4,烙印,烙印,無,O,後攻,御巫,無,拮抗一張對手投降,2024/8/5,S32
金3,烙印,烙印,無,O,後攻,64壞,蛇眼,,2024/8/5,S32
金3,烙印,烙印,無,X,先攻,銀河眼,無,做錯,2024/8/5,S32
鑽4,尤,尤貝爾,破械,O,先攻,閃刀姬,無,讓對手吃了三張G 舒服,2024/8/5,S32
鑽4,尤,尤貝爾,破械,X,後攻,恩底米翁,無,沒手坑,2024/8/5,S32
金4,儀式,御巫,無,O,後攻,64壞,無,對手做完場吃拮抗 舒服,2024/8/5,S32
金4,儀式,御巫,無,X,後攻,旅鳥,無,中G,2024/8/5,S32
白金4,本帳,珠淚,荷魯斯,X,後攻,百夫,無,,2024/8/5,S32
白金4,本帳,珠淚,荷魯斯,O,後攻,珠淚,64壞,,2024/8/5,S32
金4,擺盪,霸王,魔術師,O,先攻,電子龍,無,,2024/8/5,S32
金4,擺盪,霸王,魔術師,O,先攻,地縛,無,,2024/8/5,S32
鑽5,主流,炎王,蛇眼,X,後攻,霸王,魔術師,大鵬被除外,2024/8/5,S32
鑽5,主流,炎王,蛇眼,X,先攻,純愛,無,有場地抗指定手坑 牌無法展開,2024/8/5,S32
鑽5,主流,炎王,蛇眼,O,先攻,64壞,無,對方次吸沒過就點了,2024/8/5,S32
鑽4,尤,尤貝爾,破械,X,後攻,古生物,無,,2024/8/5,S32
鑽4,尤,尤貝爾,破械,O,先攻,百夫,超重,,2024/8/5,S32
鑽4,尤,尤貝爾,破械,O,先攻,斬機,無,對手丟隕被我丟G抽王座跟灰,2024/8/5,S32
金3,烙印,烙印,無,O,後攻,64壞,無,,2024/8/5,S32
金3,烙印,烙印,無,X,後攻,尤貝爾,破械,p頭遇到幻影可以早點丟,2024/8/5,S32
金3,烙印,烙印,無,O,先攻,荷魯斯,無,對面把五張卡做成槍管終極龍 然後就被解掉了 問號,2024/8/5,S32
金4,儀式,御巫,無,X,後攻,百夫,紅惡魔龍,後手中G,2024/8/6,S32
金4,儀式,御巫,無,X,先攻,HERO,無,對手讓先 但我卡手,2024/8/6,S32
金4,儀式,御巫,無,X,先攻,蛇眼,煉獄機,被灰動不了,2024/8/6,S32
金4,儀式,御巫,無,O,後攻,HERO,無,,2024/8/6,S32
白金4,本帳,珠淚,荷魯斯,O,先攻,烙印,珠淚,60海底烙,2024/8/6,S32
金3,擺盪,霸王,魔術師,O,後攻,霸王,魔術師,兩個無效系 擋住對手銀金後就停了,2024/8/6,S32
金3,擺盪,霸王,魔術師,O,先攻,燒血,無,燒血不知為何投降,2024/8/6,S32
金3,擺盪,霸王,魔術師,O,後攻,霸王,魔術師,對手卡手在我的回合丟G 但被我斬殺,2024/8/6,S32
鑽5,主流,炎王,蛇眼,X,先攻,Meta Beat,無,先攻我卡手 對手牌太好 動不了,2024/8/6,S32
鑽5,主流,炎王,蛇眼,X,先攻,百夫,無,先攻我又卡手 從頭卡到尾,2024/8/6,S32
鑽5,主流,炎王,蛇眼,X,先攻,超重,奕勇,先攻中G ,2024/8/6,S32
鑽5,主流,炎王,蛇眼,O,後攻,百夫,無,對手牌好 我坑不夠 ,2024/8/6,S32
鑽5,主流,炎王,蛇眼,X,先攻,珠淚,無,吃坑 大鵬不在 對手噴太好,2024/8/6,S32
鑽4,尤,尤貝爾,破械,O,後攻,炎王,蛇眼,我牌很好 P頭擋掉黑魔女賺牌 T2還抽到動點,2024/8/6,S32
鑽3,尤,尤貝爾,破械,X,先攻,烙印,無,做4擋神弓 結果吃超融合 超時,2024/8/6,S32
鑽3,尤,尤貝爾,破械,X,後攻,尤貝爾,無,後攻又吃超融合,2024/8/6,S32
金3,烙印,烙印,無,O,後攻,百夫,荷魯斯,,2024/8/6,S32
金2,烙印,烙印,無,X,後攻,龍女僕,無,吃G吃拮抗...,2024/8/6,S32
金2,烙印,烙印,無,O,後攻,相劍,無,對手投降,2024/8/6,S32
金2,烙印,烙印,無,O,後攻,雷精,雙子,,2024/8/6,S32
鑽5,主流,R-ACE,無,X,先攻,炎王,蛇眼,中隕石沒蓋到四 時間不夠斬殺 可惜,2024/8/7,S32
鑽5,主流,R-ACE,無,X,先攻,百夫,64壞,中灰又中P又中泡影,2024/8/7,S32
鑽5,主流,R-ACE,無,O,後攻,珠淚,荷魯斯,60構築，走荷魯斯軸 真血公被P太傷,2024/8/7,S32
鑽5,主流,R-ACE,無,O,後攻,珠淚,無,對手可能卡手直接投降,2024/8/7,S32
鑽5,主流,R-ACE,無,O,後攻,尤貝爾,破械,被我單張灰蓮花打停,2024/8/7,S32
鑽5,主流,R-ACE,無,O,先攻,烙印,無,60烙 注意泥龍開效果可以抗指定 消防的陷阱發不了,2024/8/7,S32
金3,儀式,御巫,無,X,先攻,64壞,無,,2024/8/7,S32
金3,儀式,御巫,無,O,後攻,百夫,荷魯斯,對手卡手,2024/8/7,S32
金2,擺盪,霸王,魔術師,O,後攻,紅惡魔龍,無,後攻還卡手動不了,2024/8/7,S32
金2,擺盪,霸王,魔術師,O,先攻,尤貝爾,破械,,2024/8/7,S32
白金4,本帳,珠淚,荷魯斯,O,先攻,百夫,白龍,獨角獸打8000,2024/8/7,S32
白金4,本帳,珠淚,荷魯斯,O,先攻,R-ACE,荷魯斯,60消防+荷+蛇眼,2024/8/7,S32
鑽3,尤,尤貝爾,破械,X,先攻,相劍,64壞,中G 吃到不能特招暗屬,2024/8/7,S32
鑽4,尤,尤貝爾,破械,X,先攻,R-ACE,無,先攻卡手,2024/8/7,S32
鑽4,尤,尤貝爾,破械,O,先攻,閃刀姬,無,,2024/8/7,S32
鑽4,主流,R-ACE,無,O,先攻,斬機,無,,2024/8/7,S32
鑽4,主流,R-ACE,無,X,後攻,Meta Beat,無,,2024/8/7,S32
鑽4,主流,R-ACE,無,O,先攻,白銀城,無,,2024/8/7,S32
金2,烙印,烙印,無,X,後攻,尤貝爾,破械,卡手太多回合 不想玩了,2024/8/7,S32
金2,烙印,烙印,無,O,後攻,炎獸,無,對手中隕,2024/8/7,S32
金2,烙印,烙印,無,O,先攻,烙印,無,升金1,2024/8/7,S32
金1,烙印,神碑,無,X,先攻,炎王,蛇眼,,2024/8/7,S32
金1,烙印,神碑,無,X,後攻,炎王,蛇眼,,2024/8/7,S32
金1,烙印,神碑,無,X,後攻,龍女僕,無,,2024/8/7,S32
金1,烙印,神碑,無,X,先攻,閃刀姬,無,,2024/8/7,S32
金1,烙印,神碑,無,X,後攻,白銀城,珠淚,,2024/8/7,S32
金1,烙印,神碑,無,X,後攻,霸王,魔術師,,2024/8/7,S32
金1,烙印,神碑,無,O,後攻,魔術師,無,,2024/8/7,S32
金1,烙印,神碑,無,X,先攻,奕勇,無,,2024/8/8,S32
金1,烙印,神碑,無,O,先攻,R-ACE,無,,2024/8/8,S32
金1,烙印,神碑,無,X,先攻,百夫,荷魯斯,,2024/8/8,S32
金1,烙印,神碑,無,O,先攻,銀河眼,無,,2024/8/8,S32
金1,烙印,神碑,無,X,後攻,64壞,荷魯斯,,2024/8/8,S32
金1,烙印,神碑,無,O,先攻,烙印,無,60烙抽到乾,2024/8/8,S32
白金5,烙印,神碑,無,O,先攻,烙印,無,,2024/8/8,S32
白金5,烙印,神碑,無,O,先攻,魔救,春化精,,2024/8/8,S32
白金5,烙印,神碑,無,O,後攻,64壞,白龍,64+蛇眼+白龍的60張怪牌,2024/8/8,S32
白金5,烙印,神碑,無,X,後攻,荷魯斯,無,,2024/8/8,S32
金4,儀式,御巫,無,O,先攻,燒血,無,,2024/8/8,S32
金2,擺盪,霸王,魔術師,X,後攻,炎獸,無,可以贏 網路太卡輸掉,2024/8/8,S32
白金5,烙印,神碑,無,O,先攻,閃刀姬,無,,2024/8/8,S32
白金5,烙印,神碑,無,X,後攻,銀河眼,無,,2024/8/8,S32
白金5,烙印,神碑,無,O,先攻,銀河眼,無,,2024/8/8,S32
白金5,烙印,神碑,無,O,先攻,HERO,尤貝爾,,2024/8/8,S32
白金4,烙印,神碑,無,X,後攻,聲選姬,無,,2024/8/8,S32
白金4,烙印,神碑,無,X,先攻,戰華,無,,2024/8/8,S32
白金4,烙印,神碑,無,X,後攻,破械,雙子,,2024/8/8,S32
白金3,本帳,珠淚,荷魯斯,O,先攻,尤貝爾,破械,獨角獸除外兩張幻影收工,2024/8/8,S32
白金3,本帳,珠淚,荷魯斯,O,先攻,烙印,無,,2024/8/8,S32
鑽4,主流,R-ACE,無,X,後攻,珠淚,無,牌不夠過 廢件兩張,2024/8/8,S32
鑽4,尤,尤貝爾,破械,X,先攻,荷魯斯,無,對手牌太好,2024/8/8,S32
鑽4,尤,尤貝爾,破械,O,先攻,冰結界,無,,2024/8/8,S32
鑽4,尤,尤貝爾,破械,O,後攻,閃刀姬,無,,2024/8/8,S32
金3,儀式,肅聲,無,O,先攻,RR,無,,2024/8/8,S32
金3,儀式,肅聲,無,O,先攻,燒血,無,,2024/8/9,S32
金3,儀式,肅聲,無,X,後攻,雷精,無,,2024/8/9,S32
金3,儀式,肅聲,無,O,先攻,FTK,無,,2024/8/9,S32
金3,儀式,肅聲,無,O,後攻,珠淚,古生物,60構築,2024/8/9,S32
金2,儀式,肅聲,無,O,先攻,白龍,無,,2024/8/9,S32
金2,儀式,肅聲,無,O,後攻,FTK,無,,2024/8/9,S32
金2,儀式,肅聲,無,X,先攻,珠淚,64壞,做招失誤,2024/8/9,S32
金2,儀式,肅聲,無,O,後攻,64壞,珠淚,,2024/8/9,S32
金2,儀式,肅聲,無,X,後攻,冰結界,無,,2024/8/9,S32
金2,儀式,肅聲,無,O,先攻,FTK,無,,2024/8/9,S32
金1,儀式,肅聲,無,O,後攻,荷魯斯,64壞,,2024/8/9,S32
金1,儀式,肅聲,無,O,先攻,神碑,無,,2024/8/9,S32
白金4,烙印,神碑,無,O,後攻,百夫,紅惡魔龍,對手自動投降,2024/8/9,S32
白金4,烙印,神碑,無,X,後攻,雷精,白龍,,2024/8/9,S32
白金4,烙印,神碑,無,X,先攻,肅聲,無,,2024/8/9,S32
白金4,烙印,神碑,無,X,先攻,珠淚,64壞,,2024/8/9,S32
白金4,烙印,神碑,無,O,先攻,破械,無,,2024/8/9,S32
白金4,烙印,神碑,無,X,後攻,純愛,無,,2024/8/9,S32
白金4,烙印,神碑,無,X,後攻,肅聲,無,,2024/8/9,S32
白金4,烙印,神碑,無,X,後攻,蟲惑魔,無,,2024/8/9,S32
白金4,烙印,神碑,無,O,先攻,神碑,無,,2024/8/9,S32
白金4,烙印,神碑,無,O,先攻,電氣,無,,2024/8/9,S32
金1,儀式,肅聲,無,O,先攻,64壞,雷風水,,2024/8/9,S32
金1,儀式,肅聲,無,O,先攻,電子龍,無,,2024/8/9,S32
白金3,本帳,珠淚,荷魯斯,O,後攻,DDD,無,,2024/8/9,S32
白金3,本帳,珠淚,荷魯斯,O,先攻,尤貝爾,破械,升白金二,2024/8/9,S32
鑽4,尤,尤貝爾,破械,X,先攻,百夫,超重,60相劍+超重+百夫,2024/8/9,S32
鑽4,尤,尤貝爾,破械,X,後攻,蛇眼,64壞,一坑檔不住展開,2024/8/9,S32
鑽4,尤,尤貝爾,破械,O,先攻,冰結界,無,60同步大雜燴,2024/8/9,S32
鑽4,尤,尤貝爾,破械,O,後攻,尤貝爾,破械,,2024/8/9,S32
鑽4,主流,R-ACE,無,O,先攻,肅聲,無,吃了三張無效系還是蓋到四,2024/8/9,S32
金2,擺盪,霸王,魔術師,O,後攻,64壞,無,,2024/8/9,S32
金2,擺盪,霸王,魔術師,O,先攻,燒血,無,,2024/8/9,S32
白金2,本帳,珠淚,64壞,O,先攻,百夫,荷魯斯,,2024/8/9,S32
白金2,本帳,珠淚,64壞,O,先攻,尤貝爾,無,,2024/8/9,S32
鑽4,尤,尤貝爾,破械,X,後攻,炎王,蛇眼,,2024/8/9,S32
Challenger Cup,尤,尤貝爾,破械,O,先攻,炎王,蛇眼,做場做的怪怪的 好險尤貝爾夠強,2024/8/9,CC
Challenger Cup,尤,尤貝爾,破械,X,先攻,蛇眼,無,泡影有一動交錯了,2024/8/9,CC
Challenger Cup,本帳,R-ACE,無,X,先攻,恩底米翁,無,先攻卡手,2024/8/9,CC
白金4,烙印,烙印,無,O,先攻,白銀城,無,吃G,2024/8/9,S32
鑽4,主流,炎王,蛇眼,X,先攻,百夫,紅惡魔龍,,2024/8/9,S32
鑽4,主流,炎王,蛇眼,O,先攻,荷魯斯,無,對方貼紙害到自己哈哈,2024/8/9,S32
鑽4,主流,炎王,蛇眼,O,先攻,斬機,無,吃兩坑還是可以做場,2024/8/10,S32
鑽4,主流,炎王,蛇眼,O,先攻,64壞,荷魯斯,,2024/8/10,S32
鑽4,主流,炎王,蛇眼,O,先攻,珠淚,荷魯斯,升鑽3 60 珠淚+荷+64,2024/8/10,S32
鑽3,主流,炎王,蛇眼,O,後攻,蛇眼,64壞,對手卡手,2024/8/10,S32
鑽3,主流,炎王,蛇眼,O,先攻,尤貝爾,破械,,2024/8/10,S32
鑽3,主流,炎王,蛇眼,X,先攻,尤貝爾,破械,,2024/8/10,S32
鑽3,主流,炎王,蛇眼,O,先攻,尤貝爾,破械,,2024/8/10,S32
鑽3,主流,炎王,蛇眼,O,後攻,水GS,無,,2024/8/10,S32
鑽3,主流,炎王,蛇眼,O,後攻,百夫,無,升鑽二,2024/8/10,S32
白金5,儀式,肅聲,無,O,先攻,忍者,無,,2024/8/10,S32
白金5,儀式,肅聲,無,O,先攻,焰聖,無,,2024/8/10,S32
白金5,儀式,肅聲,無,O,後攻,教導,白龍,,2024/8/10,S32
白金5,儀式,肅聲,無,O,後攻,尤貝爾,破械,,2024/8/10,S32
白金4,儀式,肅聲,無,O,先攻,白銀城,無,,2024/8/10,S32
白金4,儀式,肅聲,無,X,先攻,相劍,無,4手坑1P身體開局,2024/8/10,S32
白金4,儀式,肅聲,無,O,先攻,白龍,無,,2024/8/10,S32
白金4,儀式,肅聲,無,X,先攻,FTK,無,卡手,2024/8/10,S32
白金4,儀式,肅聲,無,O,後攻,旅鳥,尤貝爾,,2024/8/10,S32
白金4,儀式,肅聲,無,O,先攻,大法師,無,抽鎖鳥對方就投降了,2024/8/10,S32
白金4,儀式,肅聲,無,X,後攻,炎王,蛇眼,注意兩張儀式魔法都上手的時候會卡手,2024/8/10,S32
白金4,儀式,肅聲,無,O,先攻,靈魂鳥,無,,2024/8/10,S32
白金4,儀式,肅聲,無,O,後攻,百夫,尤貝爾,60 百夫+64+荷+尤,2024/8/10,S32
白金4,儀式,肅聲,無,O,後攻,珠淚,64壞,升白金3,2024/8/10,S32
白金2,本帳,珠淚,64壞,O,先攻,珠淚,荷魯斯,,2024/8/11,S32
白金2,本帳,珠淚,64壞,O,先攻,54壞,無,升白金1,2024/8/11,S32
鑽4,尤,尤貝爾,破械,O,先攻,R-ACE,無,,2024/8/11,S32
鑽2,主流,炎王,蛇眼,X,後攻,炎王,蛇眼,,2024/8/11,S32
鑽2,主流,炎王,蛇眼,X,後攻,尤貝爾,破械,,2024/8/11,S32
鑽2,主流,炎王,蛇眼,O,後攻,烙印,無,60烙,2024/8/11,S32
白金4,烙印,烙印,無,O,後攻,水GS,無,升白金3,2024/8/11,S32
白金3,烙印,烙印,無,X,後攻,RR,無,,2024/8/11,S32
金2,擺盪,霸王,魔術師,O,先攻,黑羽,無,,2024/8/11,S32
白金3,儀式,肅聲,無,O,後攻,相劍,無,,2024/8/11,S32
白金3,儀式,肅聲,無,X,後攻,紅惡魔龍,無,可以贏 可惜超時,2024/8/11,S32
白金1,本帳,珠淚,64壞,X,後攻,純愛,無,,2024/8/11,S32
白金1,本帳,珠淚,64壞,X,先攻,FTK,無,對手讓先,2024/8/11,S32
白金1,本帳,珠淚,64壞,X,後攻,肅聲,無,,2024/8/11,S32
白金1,本帳,珠淚,64壞,O,先攻,烙印,無,吃G,2024/8/11,S32
鑽4,尤,尤貝爾,破械,X,先攻,尤貝爾,破械,,2024/8/11,S32
鑽4,尤,尤貝爾,破械,O,先攻,電腦堺,勇者,,2024/8/11,S32
鑽4,尤,尤貝爾,破械,X,先攻,雷精,無,卡手0動點,2024/8/11,S32
鑽2,主流,炎王,蛇眼,X,先攻,百夫,無,三張麒麟...,2024/8/11,S32
鑽2,主流,炎王,蛇眼,O,先攻,旅鳥,無,,2024/8/11,S32
鑽2,主流,炎王,蛇眼,O,後攻,尤貝爾,破械,有崩妹 雷精被泡就投了,2024/8/11,S32
鑽2,主流,炎王,蛇眼,O,先攻,水GS,無,中G,2024/8/11,S32
鑽2,主流,炎王,蛇眼,X,後攻,尤貝爾,雷精,對手牌太好 我手上兩廢件,2024/8/11,S32
鑽2,主流,炎王,蛇眼,O,先攻,R-ACE,無,,2024/8/11,S32
鑽2,主流,炎王,蛇眼,O,先攻,尤貝爾,破械,升鑽一 我先中G 再送對手G 舒服!,2024/8/11,S32
白金3,烙印,烙印,無,X,先攻,64壞,無,大卡手,2024/8/11,S32
白金3,烙印,烙印,無,X,先攻,百夫,無,抽到太多廢件,2024/8/11,S32
白金3,烙印,烙印,無,X,後攻,烙印,荷魯斯,玩得不好,2024/8/11,S32
金1,擺盪,霸王,魔術師,O,先攻,FTK,無,,2024/8/11,S32
白金3,儀式,肅聲,無,O,先攻,炎王,蛇眼,,2024/8/11,S32
白金3,儀式,肅聲,無,X,先攻,珠淚,勇者,卡手,2024/8/11,S32
白金3,儀式,肅聲,無,O,先攻,荷魯斯,雷風水,,2024/8/11,S32
白金3,儀式,肅聲,無,O,後攻,水GS,無,,2024/8/11,S32
白金3,儀式,肅聲,無,X,先攻,烙印,無,賭對手沒墓指 賭輸了 60烙還給他抽到墓指..,2024/8/11,S32
白金3,儀式,肅聲,無,O,先攻,Meta Beat,無,,2024/8/11,S32
白金3,儀式,肅聲,無,O,先攻,蟲惑魔,無,,2024/8/11,S32
白金3,儀式,肅聲,無,O,先攻,冰結界,無,,2024/8/11,S32
白金2,儀式,肅聲,無,O,先攻,烙印,無,,2024/8/11,S32
白金1,本帳,珠淚,64壞,X,後攻,旅鳥,無,,2024/8/11,S32
白金1,本帳,珠淚,64壞,O,後攻,相劍,無,,2024/8/11,S32
白金1,本帳,珠淚,64壞,X,後攻,奕勇,無,,2024/8/11,S32
白金1,本帳,珠淚,64壞,X,後攻,冰結界,無,,2024/8/11,S32
白金1,本帳,珠淚,64壞,X,後攻,珠淚,64壞,,2024/8/11,S32
白金1,本帳,珠淚,64壞,O,後攻,荷魯斯,白龍,,2024/8/11,S32
白金1,本帳,珠淚,64壞,O,先攻,雷精,無,,2024/8/11,S32
白金1,本帳,珠淚,64壞,X,先攻,肅聲,無,先攻卡手,2024/8/11,S32
白金1,本帳,珠淚,64壞,X,先攻,烙印,無,中G,2024/8/11,S32
白金1,本帳,珠淚,64壞,O,先攻,珠淚,64壞,,2024/8/11,S32
白金1,本帳,珠淚,64壞,O,先攻,肅聲,無,,2024/8/11,S32
白金1,本帳,珠淚,64壞,O,先攻,Meta Beat,無,,2024/8/11,S32
白金1,本帳,珠淚,64壞,O,後攻,冰結界,荷魯斯,升鑽5,2024/8/11,S32
白金2,儀式,肅聲,無,X,後攻,閃刀姬,無,牌不夠好,2024/8/12,S32
白金2,儀式,肅聲,無,O,先攻,FTK,無,對手讓先,2024/8/12,S32
白金2,儀式,肅聲,無,X,先攻,肅聲,無,對手牌太好 各種坑都有,2024/8/12,S32
白金2,儀式,肅聲,無,O,後攻,白銀城,無,對手直接投,2024/8/12,S32
白金2,儀式,肅聲,無,X,後攻,百夫,烙印,六張還卡手,2024/8/12,S32
白金2,儀式,肅聲,無,O,先攻,冰結界,無,,2024/8/12,S32
白金2,儀式,肅聲,無,X,先攻,相劍,荷魯斯,又卡手..,2024/8/12,S32
白金2,儀式,肅聲,無,O,先攻,珠淚,大植然,,2024/8/12,S32
白金2,儀式,肅聲,無,X,後攻,尤貝爾,破械,7張還可以沒有補點..,2024/8/12,S32
白金2,儀式,肅聲,無,X,後攻,炎王,蛇眼,,2024/8/12,S32
白金2,儀式,肅聲,無,X,後攻,尤貝爾,破械,連兩場超時,2024/8/12,S32
白金2,儀式,肅聲,無,O,先攻,尤貝爾,破械,,2024/8/12,S32
白金2,儀式,肅聲,無,O,後攻,白銀城,無,天底軸,2024/8/12,S32
白金2,儀式,肅聲,無,O,先攻,古生物,神碑,,2024/8/12,S32
白金2,儀式,肅聲,無,X,先攻,VS,無,,2024/8/12,S32
白金2,儀式,肅聲,無,O,後攻,冰結界,無,,2024/8/12,S32
白金2,儀式,肅聲,無,O,先攻,DDD,無,對手讓先 升白金一,2024/8/12,S32
白金1,儀式,肅聲,無,O,後攻,蟲惑魔,無,,2024/8/12,S32
白金1,儀式,肅聲,無,O,先攻,64壞,無,,2024/8/12,S32
白金1,儀式,肅聲,無,O,先攻,百夫,無,對手鎖鳥打停我了 結果他投降哈哈,2024/8/12,S32
白金1,儀式,肅聲,無,O,先攻,超重,斬機,卡手啦 結果對手中G投降??,2024/8/12,S32
鑽5,儀式,肅聲,無,O,先攻,VS,64壞,,2024/8/12,S32
