Rank,Account,本家(我方),小軸(我方),勝負,先後攻,本家(敵方),小軸(敵方),備註,Date,Season
大師5,主流,炎王,蛇眼,O,先攻,電子龍,無,對手讓先 升回大師4,2024/8/20,S32
鑽石杯,主流,冰結界,無,O,先攻,水GS,無,,2024/8/20,S32
鑽石杯,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,主流,冰結界,無,O,後攻,古生物,無,,2024/8/20,S32
鑽石杯,主流,冰結界,無,X,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,尤,冰結界,無,O,先攻,水GS,無,,2024/8/20,S32
鑽石杯,尤,冰結界,無,X,後攻,旅鳥,無,,2024/8/20,S32
鑽石杯,尤,冰結界,無,O,先攻,古生物,無,,2024/8/20,S32
鑽石杯,尤,冰結界,無,O,後攻,旅鳥,無,,2024/8/20,S32
鑽石杯,尤,冰結界,無,O,先攻,海晶,冰結界,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,後攻,冰結界,無,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,後攻,水GS,無,對手自己投了,2024/8/20,S32
鑽石杯,烙印,冰結界,無,X,先攻,旅鳥,無,吃了兩張傑抗==,2024/8/20,S32
鑽石杯,烙印,冰結界,無,X,先攻,疾行機人,無,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,先攻,疾行機人,無,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,擺盪,冰結界,無,X,後攻,冰結界,無,,2024/8/20,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,主流,冰結界,無,X,先攻,水GS,無,,2024/8/21,S32
鑽石杯,主流,冰結界,無,X,後攻,海晶,無,,2024/8/21,S32
鑽石杯,主流,冰結界,無,X,先攻,旅鳥,無,,2024/8/21,S32
鑽石杯,主流,冰結界,無,O,先攻,水GS,無,,2024/8/21,S32
鑽石杯,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/21,S32
鑽石杯,尤,冰結界,無,X,先攻,旅鳥,無,,2024/8/21,S32
鑽石杯,尤,冰結界,無,X,後攻,六花,無,,2024/8/21,S32
鑽石杯,尤,冰結界,無,X,後攻,奕勇,無,,2024/8/21,S32
鑽石杯,尤,冰結界,無,O,先攻,水GS,無,,2024/8/21,S32
鑽石杯,尤,冰結界,無,O,先攻,六花,無,,2024/8/21,S32
鑽石杯,烙印,冰結界,無,O,先攻,冰結界,無,,2024/8/21,S32
鑽石杯,烙印,冰結界,無,O,後攻,冰結界,無,,2024/8/21,S32
鑽石杯,擺盪,冰結界,無,X,後攻,旅鳥,無,,2024/8/21,S32
鑽石杯,擺盪,冰結界,無,X,後攻,冰結界,無,,2024/8/21,S32
鑽石杯,擺盪,冰結界,無,O,先攻,水GS,無,,2024/8/21,S32
鑽石杯,擺盪,冰結界,無,O,後攻,古生物,無,,2024/8/21,S32
鑽石杯,主流,冰結界,無,X,先攻,冰結界,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,O,先攻,水GS,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,O,後攻,威風魔靈,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,X,後攻,旅鳥,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,X,後攻,旅鳥,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,O,先攻,古生物,無,,2024/8/26,S32
大師4,主流,炎王,蛇眼,X,後攻,海晶,無,,2024/8/28,S32
大師4,主流,炎王,蛇眼,X,後攻,肅聲,無,被貼貼紙動不了,2024/8/28,S32
大師4,主流,炎王,蛇眼,X,後攻,百夫,無,G丟失誤 但牌真的爛,2024/8/28,S32
大師5,主流,炎王,蛇眼,X,後攻,珠淚,64壞,,2024/8/28,S32
大師5,主流,炎王,蛇眼,O,後攻,肅聲,無,,2024/8/28,S32
鑽3,尤,尤貝爾,破械,O,後攻,64壞,無,對手直接投,2024/8/28,S32
鑽3,尤,尤貝爾,破械,O,後攻,肅聲,教導,,2024/8/28,S32
大師5,主流,炎王,蛇眼,O,先攻,百夫,紅惡魔龍,,2024/8/29,S32
大師5,主流,炎王,蛇眼,O,先攻,聲選姬,無,,2024/8/29,S32
大師5,主流,炎王,蛇眼,X,先攻,烙印,珠淚,打到超時,2024/8/29,S32
鑽3,尤,尤貝爾,破械,X,先攻,珠淚,荷魯斯,60構築 打得不夠好 中G,2024/8/29,S32
鑽3,尤,尤貝爾,破械,O,後攻,64壞,無,,2024/8/29,S32
鑽3,尤,尤貝爾,破械,O,先攻,黑羽,無,升鑽2,2024/8/29,S32
白金1,烙印,Meta Beat,無,O,先攻,尤貝爾,破械,,2024/8/29,S32
白金1,烙印,Meta Beat,無,O,後攻,黑魔導,無,,2024/8/29,S32
白金1,烙印,Meta Beat,無,O,後攻,雪女,無,好久沒遇到牌破的牌組了,2024/8/29,S32
白金1,烙印,Meta Beat,無,O,先攻,斬機,無,升鑽5,2024/8/29,S32
大師5,主流,炎王,蛇眼,O,後攻,烙印,無,,2024/8/30,S32
鑽2,尤,尤貝爾,破械,O,先攻,肅聲,無,,2024/8/30,S32
鑽5,烙印,Meta Beat,無,X,後攻,烙印,珠淚,,2024/8/30,S32
鑽5,烙印,Meta Beat,無,X,先攻,魔界劇團,無,,2024/8/30,S32
鑽5,烙印,Meta Beat,無,X,先攻,白銀城,無,,2024/8/30,S32
鑽4,儀式,肅聲,無,O,先攻,燒血,無,,2024/8/31,S32
鑽4,本帳,珠淚,64壞,X,後攻,肅聲,無,,2024/8/31,S32
鑽4,本帳,珠淚,64壞,X,後攻,冰結界,無,,2024/8/31,S32
鑽4,本帳,珠淚,64壞,X,先攻,相劍,無,,2024/8/31,S32
鑽5,本帳,珠淚,64壞,O,後攻,FTK,無,,2024/8/31,S32
大師5,主流,炎王,蛇眼,O,後攻,伊格尼斯,無,,2024/8/31,S32
大師5,主流,炎王,蛇眼,O,後攻,恐啡肽,無,,2024/8/31,S32
大師4,主流,冰結界,無,X,先攻,百夫,無,,2024/8/31,S32
大師4,主流,冰結界,無,O,後攻,黑魔導,無,,2024/8/31,S32
大師4,主流,冰結界,無,X,先攻,肅聲,無,,2024/8/31,S32
鑽2,尤,尤貝爾,破械,X,先攻,百夫,紅惡魔龍,,2024/8/31,S32
鑽2,尤,尤貝爾,破械,O,先攻,閃刀姬,無,,2024/8/31,S32
鑽2,尤,銀河眼,無,X,先攻,尤貝爾,破械,,2024/8/31,S32
鑽5,烙印,Meta Beat,無,O,先攻,珠淚,64壞,,2024/8/31,S32
鑽5,烙印,Meta Beat,無,O,後攻,尤貝爾,破械,,2024/8/31,S32
鑽5,烙印,Meta Beat,無,O,先攻,冰結界,無,,2024/8/31,S32
鑽5,烙印,Meta Beat,無,O,先攻,閃刀姬,無,,2024/8/31,S32
鑽4,烙印,神碑,無,O,先攻,冰結界,無,,2024/8/31,S32
鑽4,烙印,烙印,無,O,先攻,御巫,無,,2024/8/31,S32
鑽4,烙印,Meta Beat,無,X,後攻,Meta Beat,無,,2024/8/31,S32
鑽4,烙印,Meta Beat,無,X,先攻,VS,64壞,,2024/8/31,S32
鑽4,烙印,Meta Beat,無,O,先攻,RR,無,,2024/8/31,S32
鑽4,烙印,Meta Beat,無,O,後攻,斬機,無,,2024/8/31,S32
鑽5,主流,炎王,蛇眼,O,後攻,荷魯斯,無,,2024/9/1,S33
白金5,尤,尤貝爾,破械,O,先攻,尤貝爾,破械,,2024/9/1,S33
白金5,烙印,Meta Beat,無,O,後攻,影依,無,,2024/9/1,S33
鑽5,主流,炎王,蛇眼,X,後攻,百夫,超重,,2024/9/2,S33
鑽5,主流,炎王,蛇眼,X,後攻,尤貝爾,破械,,2024/9/2,S33
鑽5,主流,炎王,蛇眼,X,後攻,炎王,蛇眼,,2024/9/2,S33
鑽5,主流,炎王,蛇眼,O,後攻,珠淚,無,,2024/9/2,S33
白金5,尤,尤貝爾,破械,X,先攻,肅聲,無,,2024/9/2,S33
白金5,尤,尤貝爾,破械,X,後攻,炎王,蛇眼,,2024/9/2,S33
白金5,尤,尤貝爾,破械,X,後攻,炎王,蛇眼,,2024/9/2,S33
白金5,尤,尤貝爾,破械,O,後攻,RR,無,,2024/9/2,S33
白金4,烙印,Meta Beat,無,X,先攻,FTK,無,,2024/9/2,S33
白金4,烙印,Meta Beat,無,O,後攻,珠淚,64壞,,2024/9/2,S33
白金4,烙印,Meta Beat,無,O,先攻,荷魯斯,無,升鑽4,2024/9/2,S33
白金4,烙印,Meta Beat,無,X,後攻,百夫,無,,2024/9/2,S33
白金4,烙印,Meta Beat,無,X,先攻,百夫,無,吃到兩張拮抗,2024/9/2,S33
白金4,烙印,Meta Beat,無,X,先攻,尤貝爾,破械,吃羽掃,2024/9/2,S33
白金4,烙印,Meta Beat,無,X,先攻,FTK,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,先攻,記憶物,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,先攻,荷魯斯,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,後攻,焰聖,御巫,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,後攻,水GS,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,後攻,RR,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,後攻,Meta Beat,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,後攻,雷精,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,後攻,FTK,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,後攻,R-ACE,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,先攻,荷魯斯,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,後攻,64壞,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,後攻,R-ACE,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,先攻,純愛,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,後攻,珠淚,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,後攻,聲選姬,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,先攻,珠淚,54壞,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,後攻,FTK,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,先攻,FTK,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,X,先攻,RR,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,先攻,尤貝爾,破械,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,先攻,肅聲,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,先攻,烙印,無,,2024/9/2,S33
白金5,烙印,Meta Beat,無,O,後攻,RR,無,,2024/9/2,S33
白金5,儀式,肅聲,無,O,後攻,忍者,無,,2024/9/3,S33
白金5,本帳,珠淚,64壞,O,後攻,尤貝爾,破械,,2024/9/3,S33
鑽5,主流,炎王,蛇眼,O,後攻,水GS,無,,2024/9/3,S33
白金5,尤,尤貝爾,破械,O,先攻,神碑,古生物,,2024/9/3,S33
白金4,烙印,Meta Beat,無,O,先攻,純愛,無,,2024/9/3,S33
白金4,烙印,Meta Beat,無,O,先攻,同步GS,無,,2024/9/3,S33
鑽5,主流,炎王,蛇眼,O,後攻,64壞,54壞,,2024/9/4,S33
白金4,烙印,Meta Beat,無,O,先攻,驅魔修女,無,,2024/9/4,S33
白金4,烙印,Meta Beat,無,X,先攻,FTK,無,,2024/9/4,S33
白金4,烙印,Meta Beat,無,O,後攻,斬機,無,,2024/9/4,S33
白金4,烙印,Meta Beat,無,O,先攻,水GS,珠淚,升白金3,2024/9/4,S33
鑽5,主流,炎王,蛇眼,O,後攻,尤貝爾,破械,升鑽4,2024/9/5,S33
白金5,尤,尤貝爾,破械,O,後攻,奕勇,無,,2024/9/5,S33
白金3,烙印,Meta Beat,無,O,先攻,電腦堺,無,,2024/9/5,S33
白金3,烙印,Meta Beat,無,O,後攻,同步GS,勇者,,2024/9/5,S33
白金5,儀式,肅聲,無,O,先攻,紅惡魔龍,無,對手讓先,2024/9/6,S33
鑽4,主流,炎王,蛇眼,X,先攻,烙印,無,墓指+一滴就被解了,2024/9/6,S33
白金5,尤,尤貝爾,破械,O,後攻,蛇眼,64壞,,2024/9/6,S33
白金3,烙印,Meta Beat,無,X,後攻,烙印,無,,2024/9/6,S33
白金3,烙印,Meta Beat,無,O,後攻,珠淚,64壞,對手自己投了,2024/9/6,S33
白金3,烙印,Meta Beat,無,O,先攻,肅聲,無,,2024/9/8,S33
鑽4,主流,炎王,蛇眼,O,先攻,珠淚,荷魯斯,,2024/9/8,S33
鑽4,主流,炎王,蛇眼,O,先攻,Meta Beat,無,,2024/9/8,S33
白金4,尤,尤貝爾,破械,O,先攻,炎王,蛇眼,,2024/9/8,S33
白金3,烙印,烙印,無,X,先攻,紅惡魔龍,無,,2024/9/9,S33
白金3,烙印,烙印,無,O,先攻,炎王,蛇眼,,2024/9/9,S33
白金5,本帳,珠淚,64壞,O,後攻,水GS,無,,2024/9/10,S33
鑽4,主流,炎王,蛇眼,X,先攻,燒血,無,對手讓先,2024/9/10,S33
鑽4,主流,炎王,蛇眼,X,先攻,珠淚,64壞,,2024/9/10,S33
白金4,尤,尤貝爾,破械,X,先攻,珠淚,64壞,,2024/9/10,S33
白金4,尤,尤貝爾,破械,O,先攻,黑羽,無,,2024/9/10,S33
白金3,烙印,烙印,無,O,先攻,記憶物,無,升白金2,2024/9/10,S33
白金2,烙印,烙印,無,X,後攻,百夫,相劍,,2024/9/10,S33
白金5,本帳,珠淚,64壞,O,先攻,銀河眼,無,,2024/9/10,S33
白金5,本帳,珠淚,64壞,O,後攻,FTK,無,,2024/9/10,S33
鑽4,主流,炎王,蛇眼,X,先攻,旅鳥,無,,2024/9/10,S33
鑽4,主流,炎王,蛇眼,O,後攻,FTK,無,,2024/9/10,S33
鑽4,主流,炎王,蛇眼,O,先攻,荷魯斯,64壞,,2024/9/10,S33
鑽4,主流,炎王,蛇眼,X,後攻,水GS,百夫,,2024/9/10,S33
白金2,烙印,烙印,無,X,後攻,純愛,無,抽到太多廢件,2024/9/11,S33
白金2,烙印,烙印,無,O,先攻,斬機,無,卡手好險抽到割草,2024/9/11,S33
白金5,儀式,肅聲,無,O,先攻,烙印,無,,2024/9/11,S33
鑽4,主流,炎王,蛇眼,O,後攻,64壞,無,,2024/9/11,S33
鑽4,主流,炎王,蛇眼,X,後攻,Meta Beat,無,,2024/9/11,S33
白金4,尤,尤貝爾,破械,O,後攻,白龍,無,,2024/9/11,S33
白金4,尤,尤貝爾,破械,O,後攻,珠淚,64壞,,2024/9/11,S33
白金4,尤,尤貝爾,破械,O,後攻,烙印,無,升白金3,2024/9/11,S33
鑽4,主流,炎王,蛇眼,O,後攻,霸王,魔術師,,2024/9/12,S33
白金3,尤,尤貝爾,破械,O,後攻,珠淚,64壞,,2024/9/12,S33
白金2,烙印,烙印,無,X,先攻,珠淚,荷魯斯,,2024/9/12,S33
白金4,本帳,珠淚,64壞,X,先攻,燒血,無,,2024/9/13,S33
鑽4,主流,炎王,蛇眼,O,先攻,黑羽,無,,2024/9/13,S33
鑽4,主流,炎王,蛇眼,O,先攻,驅魔修女,無,對手讓先 升鑽3,2024/9/13,S33
白金4,尤,尤貝爾,破械,O,先攻,電子龍,無,對手讓先,2024/9/13,S33
白金2,烙印,烙印,無,O,先攻,紅惡魔龍,百夫,,2024/9/13,S33
鑽3,主流,炎王,蛇眼,O,後攻,尤貝爾,破械,,2024/9/15,S33
白金4,尤,尤貝爾,破械,O,後攻,珠淚,無,,2024/9/15,S33
白金2,烙印,烙印,無,X,先攻,尤貝爾,破械,,2024/9/15,S33
白金2,烙印,烙印,無,X,先攻,尤貝爾,破械,,2024/9/15,S33
白金2,烙印,烙印,無,X,後攻,古生物,無,,2024/9/15,S33
鑽3,主流,炎王,蛇眼,X,後攻,荷魯斯,無,手牌爛,2024/9/17,S33
鑽3,主流,炎王,蛇眼,X,後攻,尤貝爾,破械,失誤,2024/9/17,S33
白金3,尤,尤貝爾,破械,X,後攻,Meta Beat,無,,2024/9/17,S33
白金3,尤,尤貝爾,破械,O,後攻,炎獸,64壞,,2024/9/17,S33
白金2,烙印,烙印,無,O,後攻,旅鳥,無,,2024/9/17,S33
白金2,烙印,烙印,無,X,後攻,十二獸,無,,2024/9/17,S33
DC Cup,主流,炎王,蛇眼,O,後攻,尤貝爾,破械,,2024/9/18,S33
DC Cup,主流,炎王,蛇眼,X,後攻,神碑,無,,2024/9/18,S33
DC Cup,主流,炎王,蛇眼,O,後攻,肅聲,無,,2024/9/18,S33
DC Cup,尤,尤貝爾,破械,O,後攻,炎王,蛇眼,,2024/9/18,S33
DC Cup,尤,尤貝爾,破械,X,後攻,珠淚,無,,2024/9/18,S33
DC Cup,尤,尤貝爾,破械,O,後攻,古巨基,無,,2024/9/18,S33
DC Cup,烙印,Meta Beat,無,O,先攻,炎王,蛇眼,,2024/9/18,S33
DC Cup,烙印,Meta Beat,無,O,先攻,FTK,無,,2024/9/18,S33
DC Cup,主流,炎王,蛇眼,O,先攻,冰結界,無,,2024/9/19,S33
DC Cup,主流,炎王,蛇眼,X,後攻,珠淚,無,,2024/9/19,S33
DC Cup,尤,尤貝爾,破械,O,先攻,Unknown,無,,2024/9/19,S33
DC Cup,尤,尤貝爾,破械,O,先攻,烙印,無,,2024/9/19,S33
DC Cup,烙印,Meta Beat,無,X,後攻,蛇眼,64壞,,2024/9/19,S33
DC Cup,烙印,Meta Beat,無,O,先攻,百夫,無,,2024/9/19,S33
DC Cup,烙印,Meta Beat,無,O,後攻,Meta Beat,無,,2024/9/19,S33
DC Cup,主流,炎王,蛇眼,O,後攻,尤貝爾,破械,,2024/9/20,S33
DC Cup,尤,尤貝爾,破械,O,後攻,霸王,魔術師,,2024/9/20,S33
DC Cup,烙印,Meta Beat,無,O,後攻,黑魔導,VS,,2024/9/20,S33
DC Cup,主流,炎王,蛇眼,O,後攻,肅聲,無,,2024/9/21,S33
DC Cup,主流,炎王,蛇眼,O,先攻,64壞,無,,2024/9/21,S33
DC Cup,尤,尤貝爾,破械,O,先攻,烙印,無,,2024/9/21,S33
DC Cup,烙印,Meta Beat,無,O,先攻,尤貝爾,破械,,2024/9/21,S33
DC Cup,烙印,Meta Beat,無,O,先攻,珠淚,無,,2024/9/21,S33
DC Cup,主流,炎王,蛇眼,O,先攻,HERO,無,,2024/9/22,S33
DC Cup,尤,尤貝爾,破械,O,先攻,Unknown,無,,2024/9/22,S33
DC Cup,烙印,Meta Beat,無,X,先攻,珠淚,荷魯斯,,2024/9/22,S33
DC Cup,烙印,Meta Beat,無,O,先攻,RR,無,,2024/9/22,S33
DC Cup,主流,炎王,蛇眼,O,先攻,白銀城,無,,2024/9/24,S33
DC Cup,尤,尤貝爾,破械,O,後攻,珠淚,64壞,,2024/9/24,S33
DC Cup,烙印,Meta Beat,無,O,先攻,黑羽,無,對手讓先,2024/9/24,S33
DC Cup,主流,炎王,蛇眼,O,先攻,64壞,無,,2024/9/26,S33
DC Cup,尤,尤貝爾,破械,X,先攻,Meta Beat,無,超時,2024/9/26,S33
DC Cup,烙印,Meta Beat,無,O,後攻,Unknown,無,,2024/9/26,S33
DC Cup,主流,炎王,蛇眼,O,先攻,烙印,無,,2024/9/27,S33
DC Cup,主流,炎王,蛇眼,O,先攻,古巨基,無,對手讓先,2024/9/27,S33
DC Cup,尤,尤貝爾,破械,X,後攻,FTK,無,,2024/9/27,S33
DC Cup,烙印,Meta Beat,無,O,先攻,Unknown,無,對手讓先,2024/9/27,S33
DC Cup,烙印,Meta Beat,無,O,後攻,珠淚,無,,2024/9/27,S33
DC Cup,主流,炎王,蛇眼,O,先攻,HERO,無,,2024/9/28,S33
DC Cup,尤,尤貝爾,破械,O,先攻,斬機,無,對手讓先,2024/9/28,S33
DC Cup,尤,尤貝爾,破械,O,後攻,銀河眼,無,,2024/9/28,S33
DC Cup,烙印,Meta Beat,無,O,後攻,百夫,無,,2024/9/28,S33
DC Cup,烙印,Meta Beat,無,O,先攻,Unknown,無,,2024/9/28,S33
鑽3,主流,炎王,蛇眼,X,先攻,冰結界,無,時間到,2024/9/30,S33
白金3,尤,尤貝爾,破械,O,後攻,炎王,蛇眼,,2024/9/30,S33
白金2,烙印,Meta Beat,無,X,後攻,珠淚,無,升白金二,2024/9/30,S33
白金2,烙印,Meta Beat,無,O,先攻,銀河眼,荷魯斯,對手讓先,2024/9/30,S33
白金5,主流,炎王,蛇眼,X,後攻,水GS,雷精,,2024/10/1,S34
白金5,主流,炎王,蛇眼,O,先攻,荷魯斯,雷龍,,2024/10/1,S34
金5,尤,尤貝爾,破械,O,先攻,相劍,無,,2024/10/1,S34
金5,烙印,Meta Beat,無,O,先攻,尤貝爾,破械,,2024/10/1,S34
白金5,主流,炎王,蛇眼,O,先攻,尤貝爾,破械,時間到,2024/10/3,S34
金5,尤,尤貝爾,破械,O,後攻,伊格尼斯,無,,2024/10/3,S34
金5,烙印,Meta Beat,無,O,先攻,尤貝爾,破械,,2024/10/3,S34
白金5,主流,炎王,蛇眼,O,後攻,FTK,無,,2024/10/4,S34
白金5,主流,炎王,蛇眼,X,先攻,荷魯斯,無,超時,2024/10/4,S34
金5,尤,尤貝爾,破械,O,先攻,FTK,無,對手讓先,2024/10/4,S34
金5,烙印,Meta Beat,無,O,後攻,炎王,蛇眼,,2024/10/4,S34
白金5,主流,炎王,蛇眼,O,先攻,FTK,無,,2024/10/5,S34
金5,尤,尤貝爾,破械,O,先攻,R-ACE,焰聖,升金四,2024/10/5,S34
金5,烙印,Meta Beat,無,O,先攻,雷精,雙子,升金四,2024/10/5,S34
金4,烙印,Meta Beat,無,O,先攻,古巨基,無,對手讓先,2024/10/5,S34
金4,烙印,Meta Beat,無,X,先攻,百夫,蛇眼,,2024/10/7,S34
金4,烙印,Meta Beat,無,X,後攻,疾行機人,無,,2024/10/7,S34
金4,烙印,Meta Beat,無,O,先攻,御巫,無,對手讓先,2024/10/7,S34
白金5,主流,炎王,蛇眼,O,後攻,相劍,無,,2024/10/7,S34
白金5,主流,炎王,蛇眼,X,先攻,蟲惑魔,無,卡手,2024/10/7,S34
白金5,主流,炎王,蛇眼,O,先攻,神碑,無,,2024/10/7,S34
金4,尤,尤貝爾,破械,X,後攻,旅鳥,無,,2024/10/7,S34
金4,尤,尤貝爾,破械,O,先攻,HERO,無,對手讓先,2024/10/7,S34
