Rank,Account,本家(我方),小軸(我方),勝負,先後攻,本家(敵方),小軸(敵方),備註,Date,Season
白金5,主流,炎王,蛇眼,X,後攻,雷精,雙子,,2024/10/8,S34
白金5,主流,炎王,蛇眼,O,先攻,DDD,無,,2024/10/8,S34
金4,尤,尤貝爾,破械,O,後攻,FTK,無,,2024/10/8,S34
金4,烙印,Meta Beat,無,X,後攻,燒血,無,,2024/10/8,S34
金4,烙印,Meta Beat,無,O,先攻,同步GS,無,,2024/10/8,S34
金4,烙印,Meta Beat,無,O,先攻,水GS,無,升金3,2024/10/8,S34
白金5,主流,冰結界,無,X,先攻,天盃,無,,2024/10/10,S34
白金5,主流,冰結界,無,O,後攻,FTK,無,,2024/10/10,S34
金4,尤,尤貝爾,破械,O,先攻,FTK,無,,2024/10/10,S34
金3,烙印,烙印,無,O,先攻,相劍,無,,2024/10/10,S34
金4,尤,尤貝爾,破械,X,先攻,54壞,無,,2024/10/11,S34
金4,尤,尤貝爾,破械,X,後攻,相劍,無,對手牌超好,2024/10/11,S34
金4,尤,尤貝爾,破械,O,先攻,FTK,無,對手讓先,2024/10/11,S34
金3,烙印,烙印,無,X,先攻,FTK,無,,2024/10/11,S34
白金5,主流,冰結界,無,O,後攻,燒血,無,,2024/10/11,S34
白金5,主流,冰結界,無,X,後攻,尤貝爾,破械,,2024/10/11,S34
白金5,主流,冰結界,無,O,先攻,神碑,無,,2024/10/11,S34
白金5,主流,冰結界,無,X,後攻,光道,無,,2024/10/11,S34
白金5,主流,冰結界,無,O,後攻,FTK,無,,2024/10/11,S34
白金5,主流,冰結界,無,O,後攻,HERO,無,升白金四,2024/10/11,S34
白金4,主流,天盃,無,O,後攻,同步GS,無,,2024/10/12,S34
白金4,主流,天盃,無,O,後攻,白龍,無,,2024/10/12,S34
金3,尤,尤貝爾,破械,O,後攻,尤貝爾,破械,,2024/10/12,S34
金3,烙印,烙印,無,O,先攻,忍者,無,對手讓先,2024/10/12,S34
白金4,主流,天盃,無,O,後攻,珠淚,荷魯斯,,2024/10/12,S34
白金4,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/13,S34
金3,尤,尤貝爾,破械,O,先攻,十二獸,無,,2024/10/13,S34
金3,烙印,烙印,無,X,後攻,RR,無,,2024/10/13,S34
金3,烙印,烙印,無,O,先攻,荷魯斯,無,,2024/10/13,S34
白金4,主流,天盃,無,X,後攻,閃刀姬,無,,2024/10/14,S34
白金4,主流,天盃,無,X,後攻,天琴,無,,2024/10/14,S34
白金4,主流,天盃,無,O,後攻,肅聲,無,,2024/10/14,S34
白金4,主流,天盃,無,O,後攻,肅聲,無,,2024/10/14,S34
白金4,主流,天盃,無,O,後攻,FTK,無,,2024/10/14,S34
白金4,主流,天盃,無,O,後攻,百夫,無,升白金3,2024/10/14,S34
白金3,主流,天盃,無,X,後攻,恐啡肽,無,,2024/10/14,S34
白金3,主流,天盃,無,X,先攻,古巨基,無,對手讓先,2024/10/14,S34
白金3,主流,天盃,無,O,先攻,天盃,無,對手讓先,2024/10/14,S34
白金3,主流,天盃,無,O,先攻,FTK,無,對手讓先,2024/10/14,S34
白金3,主流,天盃,無,X,後攻,疾行機人,無,,2024/10/14,S34
白金3,主流,天盃,無,O,後攻,冰結界,相劍,,2024/10/14,S34
白金3,主流,天盃,無,O,後攻,六花,無,,2024/10/14,S34
白金3,主流,天盃,無,O,後攻,RR,無,升白金二,2024/10/14,S34
白金2,主流,天盃,無,O,先攻,天盃,無,對手讓先,2024/10/14,S34
金3,尤,尤貝爾,破械,O,先攻,FTK,HERO,對手讓先,2024/10/14,S34
金3,烙印,烙印,無,O,先攻,白龍,無,升金二,2024/10/14,S34
金2,烙印,烙印,無,O,先攻,白銀城,無,,2024/10/15,S34
金2,烙印,烙印,無,O,先攻,FTK,無,對手讓先 真紅眼,2024/10/15,S34
白金2,主流,天盃,無,O,後攻,DDD,無,,2024/10/15,S34
白金2,主流,天盃,無,X,後攻,尤貝爾,破械,對手牌太大,2024/10/15,S34
金3,尤,尤貝爾,破械,O,先攻,白龍,無,升金2,2024/10/15,S34
金2,尤,尤貝爾,破械,O,後攻,霸王,魔術師,,2024/10/15,S34
白金2,主流,天盃,無,O,後攻,紅惡魔龍,百夫,,2024/10/16,S34
白金2,主流,天盃,無,O,後攻,相劍,64壞,,2024/10/16,S34
白金2,主流,天盃,無,O,後攻,靈獸,無,,2024/10/16,S34
金2,烙印,Meta Beat,無,O,先攻,FTK,無,,2024/10/16,S34
金2,烙印,Meta Beat,無,X,後攻,HERO,無,,2024/10/16,S34
金2,尤,白銀城,無,O,先攻,天盃,無,,2024/10/16,S34
鑽石杯,主流,百夫,無,O,先攻,烙印,無,,2024/10/17,S34
鑽石杯,主流,百夫,無,X,先攻,影依,無,,2024/10/17,S34
鑽石杯,主流,百夫,無,X,後攻,聲選姬,無,,2024/10/17,S34
鑽石杯,主流,百夫,無,X,先攻,古巨基,無,,2024/10/17,S34
鑽石杯,主流,百夫,無,X,先攻,古巨基,無,,2024/10/17,S34
鑽石杯,主流,冰結界,無,O,後攻,黑羽,百夫,,2024/10/17,S34
鑽石杯,尤,百夫,無,O,後攻,炎獸,無,,2024/10/17,S34
鑽石杯,烙印,百夫,無,O,先攻,HERO,無,,2024/10/17,S34
鑽石杯,主流,冰結界,無,X,後攻,水GS,無,,2024/10/17,S34
鑽石杯,主流,冰結界,無,X,先攻,FTK,無,,2024/10/17,S34
鑽石杯,主流,冰結界,無,O,後攻,恩底米翁,無,,2024/10/17,S34
鑽石杯,主流,冰結界,無,O,先攻,閃刀姬,無,,2024/10/18,S34
鑽石杯,尤,百夫,無,X,先攻,神碑,無,,2024/10/18,S34
鑽石杯,尤,百夫,無,O,後攻,HERO,無,,2024/10/18,S34
鑽石杯,烙印,百夫,無,X,後攻,雷精,雙子,,2024/10/18,S34
鑽石杯,烙印,百夫,無,X,先攻,古巨基,無,,2024/10/18,S34
鑽石杯,烙印,百夫,無,O,先攻,炎獸,無,,2024/10/18,S34
鑽石杯,烙印,百夫,無,X,先攻,烙印,無,,2024/10/18,S34
金2,尤,白銀城,無,O,先攻,RR,無,,2024/10/18,S34
金2,尤,白銀城,無,O,先攻,六花,無,,2024/10/18,S34
金1,尤,白銀城,無,X,先攻,天盃,無,,2024/10/18,S34
金1,尤,白銀城,無,X,先攻,珠淚,光道,,2024/10/18,S34
金1,尤,白銀城,無,X,後攻,龍輝巧,無,,2024/10/18,S34
金1,尤,白銀城,無,O,先攻,御巫,無,,2024/10/18,S34
金1,尤,白銀城,無,O,先攻,天盃,無,,2024/10/18,S34
金1,尤,白銀城,無,O,先攻,烙印,珠淚,海底烙,2024/10/18,S34
金1,尤,白銀城,無,O,先攻,黑羽,無,升白金5,2024/10/18,S34
白金5,尤,白銀城,無,O,先攻,FTK,無,,2024/10/18,S34
白金5,尤,白銀城,無,O,後攻,FTK,無,,2024/10/18,S34
鑽石杯,尤,百夫,無,X,後攻,54壞,勇者,,2024/10/18,S34
鑽石杯,尤,百夫,無,O,後攻,HERO,無,,2024/10/18,S34
鑽石杯,尤,百夫,無,X,先攻,珠淚,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,O,後攻,天盃,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,先攻,天盃,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,O,後攻,紅惡魔龍,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,O,後攻,冰結界,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,先攻,天盃,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,先攻,天盃,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,後攻,54壞,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,O,先攻,閃刀姬,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,O,後攻,百夫,相劍,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,後攻,龍輝巧,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,後攻,百夫,相劍,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,先攻,相劍,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,先攻,天盃,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,後攻,蕾禍,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,O,先攻,冰結界,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,先攻,相劍,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,先攻,54壞,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,先攻,冰結界,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,O,先攻,百夫,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,先攻,尤貝爾,破械,,2024/10/18,S34
鑽石杯,烙印,神碑,無,O,後攻,蕾禍,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,X,後攻,征龍,無,,2024/10/18,S34
鑽石杯,烙印,神碑,無,O,後攻,FTK,無,,2024/10/18,S34
鑽石杯,主流,冰結界,無,O,後攻,HERO,無,,2024/10/19,S34
鑽石杯,尤,百夫,無,X,後攻,蕾禍,無,,2024/10/19,S34
鑽石杯,尤,百夫,無,O,後攻,鐵獸,無,,2024/10/19,S34
鑽石杯,尤,百夫,無,O,先攻,FTK,無,,2024/10/19,S34
鑽石杯,烙印,神碑,無,O,後攻,白龍,無,,2024/10/19,S34
白金1,主流,天盃,無,X,先攻,荷魯斯,無,對手讓先 不小心想太久,2024/10/19,S34
白金1,主流,天盃,無,O,後攻,64壞,無,,2024/10/19,S34
白金1,主流,天盃,無,O,後攻,烙印,無,,2024/10/19,S34
白金1,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/19,S34
白金1,主流,天盃,無,O,後攻,大植然,無,,2024/10/19,S34
白金1,主流,天盃,無,O,後攻,FTK,無,,2024/10/19,S34
白金1,主流,天盃,無,O,後攻,白銀城,無,升鑽5,2024/10/19,S34
鑽石杯,主流,冰結界,無,O,後攻,百夫,無,,2024/10/21,S34
鑽石杯,主流,冰結界,無,O,先攻,炎獸,無,,2024/10/21,S34
鑽石杯,主流,冰結界,無,X,後攻,百夫,無,,2024/10/21,S34
鑽石杯,主流,冰結界,無,O,先攻,閃刀姬,無,,2024/10/21,S34
鑽石杯,尤,百夫,無,X,後攻,HERO,無,,2024/10/21,S34
鑽石杯,尤,百夫,無,O,先攻,蕾禍,無,,2024/10/21,S34
鑽石杯,尤,百夫,無,O,先攻,雷龍,無,,2024/10/21,S34
鑽石杯,主流,冰結界,無,X,後攻,蕾禍,無,,2024/10/22,S34
鑽石杯,主流,冰結界,無,O,後攻,影依,無,,2024/10/22,S34
鑽石杯,主流,冰結界,無,X,先攻,天盃,無,,2024/10/22,S34
鑽石杯,主流,冰結界,無,X,先攻,雷龍,無,,2024/10/22,S34
鑽石杯,主流,冰結界,無,O,先攻,雷龍,珠淚,,2024/10/22,S34
鑽石杯,主流,冰結界,無,O,先攻,尤貝爾,破械,,2024/10/22,S34
鑽石杯,尤,百夫,無,O,先攻,烙印,無,,2024/10/22,S34
鑽石杯,烙印,神碑,無,X,先攻,FTK,無,,2024/10/22,S34
鑽石杯,烙印,神碑,無,O,先攻,燒血,無,,2024/10/22,S34
鑽石杯,烙印,神碑,無,X,後攻,相劍,無,,2024/10/22,S34
鑽石杯,主流,冰結界,無,O,先攻,龍輝巧,無,,2024/10/23,S34
鑽石杯,主流,冰結界,無,X,先攻,54壞,無,對手讓先 吃了兩張JJ波,2024/10/23,S34
鑽石杯,主流,冰結界,無,O,後攻,百夫,無,,2024/10/23,S34
鑽石杯,主流,冰結界,無,X,後攻,烙印,無,,2024/10/23,S34
鑽石杯,主流,冰結界,無,X,先攻,尤貝爾,破械,,2024/10/23,S34
鑽石杯,主流,冰結界,無,X,後攻,珠淚,無,,2024/10/23,S34
鑽石杯,主流,冰結界,無,O,先攻,雷精,雙子,,2024/10/23,S34
鑽石杯,尤,百夫,無,X,先攻,魔彈,無,,2024/10/23,S34
鑽石杯,尤,百夫,無,X,後攻,蕾禍,無,,2024/10/23,S34
鑽石杯,尤,百夫,無,O,先攻,古巨基,無,,2024/10/23,S34
鑽石杯,烙印,神碑,無,O,先攻,相劍,無,,2024/10/23,S34
鑽石杯,烙印,神碑,無,X,先攻,天盃,無,,2024/10/23,S34
鑽石杯,主流,冰結界,無,O,後攻,鐵獸,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,O,先攻,水GS,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,O,後攻,煉獄機,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,X,後攻,烙印,珠淚,,2024/10/24,S34
鑽石杯,主流,冰結界,無,O,先攻,百夫,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,X,後攻,烙印,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,O,先攻,百夫,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,O,後攻,星塵龍,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,X,後攻,百夫,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,O,先攻,炎獸,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,O,先攻,白龍,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,O,後攻,Unknown,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,X,後攻,烙印,珠淚,,2024/10/24,S34
鑽石杯,主流,冰結界,無,X,後攻,恐啡肽,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,X,後攻,FTK,無,,2024/10/24,S34
鑽石杯,主流,冰結界,無,O,先攻,斬機,無,對手讓先,2024/10/24,S34
鑽石杯,主流,冰結界,無,O,先攻,雷精,雙子,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,先攻,閃刀姬,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,後攻,伊格尼斯,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,先攻,珠淚,烙印,對手讓先,2024/10/24,S34
鑽石杯,尤,百夫,無,X,後攻,相劍,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,X,後攻,FTK,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,先攻,影依,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,後攻,炎獸,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,X,後攻,炎獸,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,X,後攻,FTK,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,後攻,珠淚,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,先攻,炎獸,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,先攻,閃刀姬,無,對手讓先,2024/10/24,S34
鑽石杯,尤,百夫,無,O,先攻,海晶,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,X,先攻,蟲惑魔,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,X,先攻,54壞,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,先攻,龍女僕,烙印,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,先攻,54壞,無,對手讓先,2024/10/24,S34
鑽石杯,尤,百夫,無,O,先攻,雷龍,無,,2024/10/24,S34
鑽石杯,尤,百夫,無,O,後攻,聲選姬,無,,2024/10/24,S34
鑽石杯,烙印,神碑,無,X,先攻,黑羽,無,,2024/10/24,S34
鑽石杯,烙印,神碑,無,X,後攻,54壞,無,,2024/10/24,S34
鑽石杯,烙印,神碑,無,O,後攻,燒血,無,,2024/10/24,S34
鑽石杯,烙印,神碑,無,X,先攻,天盃,無,對手讓先,2024/10/24,S34
鑽石杯,烙印,神碑,無,O,先攻,天盃,無,對手讓先,2024/10/24,S34
鑽石杯,烙印,神碑,無,X,先攻,54壞,無,,2024/10/25,S34
鑽石杯,烙印,神碑,無,X,先攻,FTK,無,,2024/10/25,S34
鑽石杯,烙印,神碑,無,X,後攻,超重,無,,2024/10/25,S34
鑽石杯,烙印,百夫,無,O,先攻,HERO,無,對手讓先,2024/10/25,S34
鑽石杯,烙印,百夫,無,X,先攻,FTK,無,,2024/10/25,S34
鑽石杯,烙印,百夫,無,X,後攻,神碑,無,,2024/10/25,S34
鑽石杯,烙印,百夫,無,X,先攻,閃刀姬,無,,2024/10/25,S34
鑽石杯,烙印,百夫,無,O,先攻,古巨基,無,,2024/10/25,S34
鑽5,主流,天盃,無,O,後攻,龐克,無,,2024/10/25,S34
鑽5,主流,天盃,無,X,後攻,旅鳥,無,,2024/10/25,S34
鑽5,主流,天盃,無,X,後攻,蟲惑魔,無,,2024/10/25,S34
鑽5,主流,天盃,無,O,後攻,百夫,無,,2024/10/25,S34
白金5,尤,白銀城,無,O,先攻,斬機,炎獸,,2024/10/25,S34
鑽5,主流,天盃,無,O,後攻,FTK,無,,2024/10/26,S34
鑽5,主流,天盃,無,O,後攻,堆墓GS,無,,2024/10/26,S34
鑽5,主流,天盃,無,O,後攻,百夫,64壞,升鑽4,2024/10/26,S34
白金5,尤,白銀城,無,X,後攻,FTK,無,,2024/10/26,S34
白金5,尤,白銀城,無,O,後攻,黑魔導,無,,2024/10/26,S34
金2,烙印,Meta Beat,無,O,先攻,FTK,無,升金一,2024/10/26,S34
白金5,尤,白銀城,無,O,後攻,黑魔導,無,升白金4,2024/10/27,S34
白金4,尤,白銀城,無,O,先攻,烙印,無,,2024/10/27,S34
白金4,尤,白銀城,無,X,先攻,伊格尼斯,無,,2024/10/27,S34
白金4,尤,白銀城,無,X,先攻,古巨基,無,對手讓先,2024/10/27,S34
白金4,尤,白銀城,無,X,先攻,FTK,無,,2024/10/27,S34
白金4,尤,白銀城,無,O,先攻,銀河眼,無,對手讓先,2024/10/27,S34
白金4,尤,白銀城,無,O,先攻,烙印,無,,2024/10/27,S34
白金4,尤,白銀城,無,X,後攻,天盃,無,,2024/10/27,S34
白金4,尤,白銀城,無,X,先攻,尤貝爾,破械,,2024/10/27,S34
白金4,尤,白銀城,無,O,先攻,珠淚,荷魯斯,,2024/10/27,S34
白金4,尤,白銀城,無,X,後攻,黃金卿,無,,2024/10/27,S34
白金4,尤,白銀城,無,O,後攻,FTK,荷魯斯,,2024/10/27,S34
白金4,尤,白銀城,無,O,後攻,煉獄機,無,,2024/10/27,S34
白金4,尤,白銀城,無,X,先攻,神碑,無,,2024/10/27,S34
白金4,尤,白銀城,無,X,後攻,RR,無,,2024/10/27,S34
白金4,尤,白銀城,無,O,先攻,FTK,無,,2024/10/27,S34
白金4,尤,白銀城,無,O,先攻,FTK,無,,2024/10/27,S34
白金4,尤,白銀城,無,O,先攻,FTK,無,對手讓先,2024/10/27,S34
白金4,尤,白銀城,無,X,後攻,相劍,無,,2024/10/27,S34
白金4,尤,白銀城,無,O,先攻,白銀城,無,,2024/10/27,S34
白金4,尤,白銀城,無,X,先攻,FTK,無,,2024/10/27,S34
白金4,尤,白銀城,無,X,先攻,珠淚,無,對手讓先,2024/10/27,S34
白金4,尤,白銀城,無,O,後攻,FTK,無,,2024/10/27,S34
白金4,尤,白銀城,無,O,先攻,白龍,無,,2024/10/27,S34
鑽4,主流,天盃,無,X,後攻,神碑,荷魯斯,,2024/10/27,S34
鑽4,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/27,S34
鑽4,主流,天盃,無,O,後攻,百夫,紅惡魔龍,,2024/10/27,S34
金1,烙印,Meta Beat,無,O,先攻,百夫,無,,2024/10/27,S34
金1,烙印,Meta Beat,無,X,先攻,天盃,無,對手讓先,2024/10/27,S34
金1,烙印,Meta Beat,無,O,後攻,FTK,無,,2024/10/27,S34
金1,烙印,Meta Beat,無,O,先攻,FTK,無,,2024/10/27,S34
金1,烙印,Meta Beat,無,O,後攻,銀河眼,無,,2024/10/27,S34
鑽4,主流,天盃,無,O,後攻,炎獸,無,,2024/10/27,S34
鑽4,主流,天盃,無,O,先攻,天盃,無,對手讓先,2024/10/27,S34
鑽4,主流,天盃,無,X,後攻,天盃,無,,2024/10/27,S34
鑽4,主流,天盃,無,O,後攻,肅聲,無,,2024/10/27,S34
鑽4,主流,天盃,無,O,後攻,荷魯斯,64壞,升鑽3,2024/10/27,S34
鑽3,主流,天盃,無,X,後攻,荷魯斯,雷龍,,2024/10/27,S34
鑽3,主流,天盃,無,X,後攻,靈獸,無,,2024/10/27,S34
鑽3,主流,天盃,無,O,後攻,斬機,無,,2024/10/27,S34
鑽3,主流,天盃,無,O,後攻,炎王,蛇眼,,2024/10/27,S34
鑽3,主流,天盃,無,O,後攻,炎獸,無,,2024/10/27,S34
鑽3,主流,天盃,無,O,後攻,斬機,無,升鑽2,2024/10/27,S34
白金3,尤,白銀城,無,O,先攻,珠淚,無,,2024/10/27,S34
白金3,尤,白銀城,無,X,先攻,燒血,無,對手讓先,2024/10/27,S34
白金3,尤,白銀城,無,X,先攻,百夫,無,,2024/10/27,S34
白金3,尤,白銀城,無,X,後攻,烙印,珠淚,,2024/10/27,S34
白金3,尤,白銀城,無,O,後攻,堆墓GS,無,,2024/10/27,S34
白金3,尤,白銀城,無,O,後攻,尤貝爾,破械,,2024/10/27,S34
白金3,尤,白銀城,無,O,先攻,燒血,無,,2024/10/27,S34
白金3,尤,白銀城,無,O,先攻,HERO,勇者,升白金2,2024/10/27,S34
鑽2,主流,天盃,無,O,後攻,FTK,無,,2024/10/28,S34
白金5,烙印,Meta Beat,無,O,先攻,煉獄機,無,對手讓先,2024/10/28,S34
鑽2,主流,天盃,無,O,後攻,珠淚,無,,2024/10/28,S34
鑽2,主流,天盃,無,X,後攻,肅聲,64壞,,2024/10/28,S34
鑽2,主流,天盃,無,O,後攻,斬機,無,,2024/10/28,S34
鑽2,主流,天盃,無,X,後攻,白銀城,無,斷線,2024/10/28,S34
鑽2,主流,天盃,無,X,後攻,鐵獸,雷精,斷線,2024/10/28,S34
白金2,尤,白銀城,無,O,後攻,珠淚,64壞,60GS,2024/10/28,S34
白金2,尤,白銀城,無,X,先攻,恐啡肽,無,,2024/10/28,S34
白金2,尤,白銀城,無,O,後攻,黑魔導,無,,2024/10/28,S34
鑽2,主流,天盃,無,X,後攻,天盃,無,,2024/10/29,S34
鑽2,主流,天盃,無,O,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽2,主流,天盃,無,X,後攻,霸王,魔術師,,2024/10/29,S34
鑽2,主流,天盃,無,X,後攻,斬機,無,,2024/10/29,S34
鑽2,主流,天盃,無,O,後攻,FTK,無,,2024/10/29,S34
鑽2,主流,天盃,無,O,後攻,肅聲,無,,2024/10/29,S34
鑽2,主流,天盃,無,O,後攻,旅鳥,無,,2024/10/29,S34
