Rank,Account,本家(我方),小軸(我方),勝負,先後攻,本家(敵方),小軸(敵方),備註,Date,Season
鑽2,主流,天盃,無,O,後攻,百夫,無,升鑽1,2024/10/29,S34
鑽1,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,X,後攻,焰聖,御巫,,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,天盃,無,,2024/10/29,S34
鑽1,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,神碑,烙印,,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,天盃,無,,2024/10/29,S34
鑽1,主流,天盃,無,X,後攻,聲選姬,64壞,,2024/10/29,S34
鑽1,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,古巨基,無,,2024/10/29,S34
鑽1,主流,天盃,無,X,後攻,靈獸,無,沒動點,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,天盃,無,,2024/10/29,S34
鑽1,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,X,先攻,閃刀姬,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,肅聲,無,,2024/10/29,S34
鑽1,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,古生物,無,,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,天盃,無,,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,珠淚,荷魯斯,,2024/10/29,S34
鑽1,主流,天盃,無,X,後攻,恐啡肽,無,沒打好,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,尤貝爾,破械,,2024/10/29,S34
鑽1,主流,天盃,無,X,後攻,肅聲,無,,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,FTK,雷精,咒儀,2024/10/29,S34
鑽1,主流,天盃,無,X,後攻,天盃,無,,2024/10/29,S34
鑽1,主流,天盃,無,O,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,水GS,無,,2024/10/29,S34
鑽1,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,珠淚,尤貝爾,,2024/10/29,S34
鑽1,主流,天盃,無,X,後攻,FTK,無,,2024/10/29,S34
鑽1,主流,天盃,無,O,先攻,天盃,無,對手讓先,2024/10/29,S34
鑽1,主流,天盃,無,O,後攻,肅聲,無,升大師5,2024/10/29,S34
白金5,烙印,Meta Beat,無,O,先攻,荷魯斯,無,,2024/10/29,S34
白金5,烙印,Meta Beat,無,O,先攻,FTK,無,,2024/10/29,S34
白金5,烙印,Meta Beat,無,X,先攻,燒血,無,,2024/10/29,S34
白金5,烙印,Meta Beat,無,X,先攻,天盃,無,,2024/10/29,S34
白金5,烙印,Meta Beat,無,O,先攻,烙印,無,,2024/10/29,S34
白金5,烙印,Meta Beat,無,O,先攻,百夫,無,,2024/10/29,S34
白金2,尤,白銀城,無,O,先攻,燒血,無,對手讓先,2024/10/29,S34
白金2,尤,白銀城,無,O,先攻,恐啡肽,無,,2024/10/30,S34
白金2,尤,白銀城,無,O,先攻,古生物,無,升白金1,2024/10/30,S34
白金1,尤,白銀城,無,O,先攻,天盃,無,,2024/10/30,S34
白金1,尤,白銀城,無,O,先攻,炎獸,無,,2024/10/30,S34
白金1,尤,白銀城,無,O,先攻,天盃,無,,2024/10/30,S34
白金1,尤,白銀城,無,X,後攻,奇美拉,無,,2024/10/30,S34
白金1,尤,白銀城,無,X,先攻,相劍,荷魯斯,,2024/10/30,S34
白金1,尤,尤貝爾,破械,X,後攻,伊格尼斯,無,,2024/10/30,S34
白金1,尤,尤貝爾,破械,X,先攻,白銀城,無,,2024/10/30,S34
白金1,尤,尤貝爾,破械,O,先攻,RR,無,,2024/10/30,S34
大師5,主流,天盃,無,O,後攻,尤貝爾,破械,,2024/10/30,S34
白金5,烙印,Meta Beat,無,X,先攻,珠淚,64壞,,2024/10/30,S34
白金5,烙印,Meta Beat,無,O,後攻,FTK,無,,2024/10/30,S34
白金5,烙印,Meta Beat,無,O,後攻,同步GS,無,升白金4,2024/10/30,S34
白金1,尤,尤貝爾,破械,O,先攻,天盃,無,,2024/10/30,S34
白金1,尤,尤貝爾,破械,O,先攻,天盃,無,對手讓先,2024/10/30,S34
白金1,尤,尤貝爾,破械,O,先攻,烙印,無,升鑽5,2024/10/30,S34
大師5,主流,天盃,無,O,後攻,VS,無,,2024/10/31,S34
大師5,主流,天盃,無,X,後攻,Meta Beat,無,,2024/10/31,S34
大師5,主流,天盃,無,O,後攻,天盃,無,,2024/10/31,S34
鑽5,尤,尤貝爾,破械,O,後攻,珠淚,荷魯斯,,2024/10/31,S34
鑽5,尤,尤貝爾,破械,O,先攻,百夫,無,對手讓先,2024/10/31,S34
白金4,烙印,Meta Beat,無,O,先攻,荷魯斯,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,O,先攻,FTK,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,O,先攻,FTK,荷魯斯,對手讓先,2024/10/31,S34
白金4,烙印,Meta Beat,無,O,先攻,天盃,無,對手讓先 升白金3,2024/10/31,S34
鑽5,尤,尤貝爾,破械,O,後攻,龍女僕,珠淚,,2024/10/31,S34
鑽5,尤,尤貝爾,破械,O,後攻,雷精,雙子,升鑽4,2024/10/31,S34
鑽4,尤,尤貝爾,破械,O,後攻,雷精,雙子,,2024/10/31,S34
鑽4,尤,尤貝爾,破械,X,後攻,烙印,無,,2024/10/31,S34
鑽4,尤,尤貝爾,破械,O,先攻,天盃,無,,2024/10/31,S34
鑽4,尤,尤貝爾,破械,O,先攻,肅聲,無,,2024/10/31,S34
鑽4,尤,尤貝爾,破械,O,後攻,珠淚,荷魯斯,,2024/10/31,S34
鑽4,尤,百夫,無,X,後攻,FTK,無,,2024/10/31,S34
鑽4,尤,百夫,無,X,後攻,冰結界,無,,2024/10/31,S34
鑽4,尤,尤貝爾,破械,O,後攻,百鬼羅剎,無,,2024/10/31,S34
鑽4,尤,尤貝爾,破械,X,先攻,天盃,無,對手讓先,2024/10/31,S34
鑽4,尤,尤貝爾,破械,X,先攻,百夫,無,,2024/10/31,S34
鑽4,尤,尤貝爾,破械,O,先攻,珠淚,白銀城,,2024/10/31,S34
鑽4,尤,尤貝爾,破械,O,先攻,尤貝爾,雷精,,2024/10/31,S34
鑽4,尤,尤貝爾,破械,O,後攻,水GS,無,,2024/10/31,S34
鑽4,尤,尤貝爾,破械,O,後攻,百夫,無,升鑽3,2024/10/31,S34
大師5,主流,天盃,無,O,後攻,百鬼羅剎,無,,2024/10/31,S34
大師5,主流,天盃,無,O,後攻,煉獄機,無,,2024/10/31,S34
大師5,主流,天盃,無,O,後攻,VS,無,升大師四,2024/10/31,S34
大師4,主流,天盃,無,X,後攻,珠淚,無,,2024/10/31,S34
大師4,主流,天盃,無,X,後攻,炎王,蛇眼,,2024/10/31,S34
大師4,主流,天盃,無,O,先攻,天盃,無,對手讓先,2024/10/31,S34
白金4,烙印,Meta Beat,無,X,後攻,斬機,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,O,後攻,龍輝巧,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,O,先攻,百鬼羅剎,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,X,先攻,水GS,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,X,後攻,肅聲,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,O,後攻,燒血,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,X,先攻,天盃,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,X,後攻,64壞,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,O,先攻,燒血,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,X,後攻,FTK,無,,2024/10/31,S34
白金4,烙印,Meta Beat,無,X,先攻,古巨基,無,對手讓先,2024/10/31,S34
白金4,烙印,Meta Beat,無,O,後攻,FTK,無,,2024/10/31,S34
白金5,尤,尤貝爾,破械,O,先攻,銀河眼,荷魯斯,,2024/11/1,S35
白金5,尤,尤貝爾,破械,O,先攻,斬機,無,,2024/11/1,S35
白金5,尤,尤貝爾,破械,X,先攻,烙印,無,時間到,2024/11/1,S35
白金5,尤,尤貝爾,破械,O,後攻,R-ACE,無,,2024/11/1,S35
白金5,尤,尤貝爾,破械,X,後攻,焰聖,無,,2024/11/1,S35
白金5,尤,尤貝爾,破械,X,後攻,FTK,無,,2024/11/1,S35
白金5,尤,尤貝爾,破械,X,先攻,炎獸,無,,2024/11/1,S35
白金5,尤,尤貝爾,破械,O,先攻,百鬼羅剎,無,,2024/11/1,S35
白金5,尤,尤貝爾,破械,O,後攻,霸王,魔術師,,2024/11/1,S35
白金5,尤,尤貝爾,破械,O,先攻,珠淚,荷魯斯,,2024/11/1,S35
白金5,尤,尤貝爾,破械,O,先攻,天盃,無,升白金4,2024/11/1,S35
鑽5,主流,天盃,無,O,後攻,VS,無,,2024/11/2,S35
鑽5,主流,天盃,無,O,後攻,肅聲,64壞,,2024/11/2,S35
白金4,尤,尤貝爾,破械,X,後攻,64壞,無,,2024/11/2,S35
白金4,尤,尤貝爾,破械,X,後攻,燒血,無,,2024/11/2,S35
白金4,尤,尤貝爾,破械,O,先攻,同步GS,無,,2024/11/2,S35
金5,烙印,Meta Beat,無,O,後攻,54壞,無,,2024/11/2,S35
金5,烙印,Meta Beat,無,X,後攻,64壞,荷魯斯,,2024/11/2,S35
金5,烙印,Meta Beat,無,O,先攻,白龍,無,,2024/11/2,S35
金5,烙印,Meta Beat,無,O,先攻,燒血,無,,2024/11/2,S35
金5,烙印,Meta Beat,無,O,後攻,白龍,無,升金4,2024/11/2,S35
金4,烙印,烙印,無,X,後攻,FTK,無,,2024/11/2,S35
金4,烙印,烙印,無,X,後攻,春化精,無,,2024/11/2,S35
金4,烙印,烙印,無,X,先攻,烙印,無,,2024/11/2,S35
金4,烙印,烙印,無,O,後攻,霸王,魔術師,,2024/11/2,S35
鑽5,主流,天盃,無,O,後攻,尤貝爾,破械,,2024/11/3,S35
白金4,尤,尤貝爾,破械,O,先攻,珠淚,光道,,2024/11/3,S35
金4,烙印,Meta Beat,無,O,後攻,炎王,蛇眼,,2024/11/3,S35
鑽5,主流,天盃,無,O,後攻,記憶物,無,升鑽4,2024/11/4,S35
鑽4,主流,天盃,無,O,後攻,煉獄機,無,,2024/11/4,S35
白金4,尤,尤貝爾,破械,O,先攻,64壞,無,對手讓先,2024/11/4,S35
白金4,尤,尤貝爾,破械,X,後攻,肅聲,無,,2024/11/4,S35
白金4,尤,尤貝爾,破械,O,後攻,尤貝爾,破械,,2024/11/4,S35
白金4,尤,尤貝爾,破械,O,先攻,肅聲,無,升白金3,2024/11/4,S35
金4,烙印,Meta Beat,無,X,先攻,FTK,無,,2024/11/4,S35
金4,烙印,Meta Beat,無,O,先攻,尤貝爾,破械,,2024/11/4,S35
鑽4,主流,天盃,無,O,後攻,教導,無,,2024/11/5,S35
白金3,尤,尤貝爾,破械,X,先攻,天盃,無,,2024/11/5,S35
白金3,尤,尤貝爾,破械,X,先攻,天盃,無,對手讓先,2024/11/5,S35
白金3,尤,尤貝爾,破械,O,後攻,RR,無,,2024/11/5,S35
白金3,尤,尤貝爾,破械,O,先攻,蟲惑魔,無,,2024/11/5,S35
金4,烙印,Meta Beat,無,X,先攻,FTK,無,對手讓先,2024/11/5,S35
金4,烙印,Meta Beat,無,X,後攻,雷精,雙子,,2024/11/5,S35
鑽4,主流,天盃,無,O,後攻,FTK,無,,2024/11/6,S35
白金3,尤,尤貝爾,破械,O,先攻,紅惡魔龍,超重,,2024/11/6,S35
金4,烙印,Meta Beat,無,O,先攻,白銀城,無,升金3,2024/11/6,S35
鑽4,主流,天盃,無,O,後攻,炎王,蛇眼,升鑽3,2024/11/7,S35
鑽3,主流,天盃,無,O,後攻,尤貝爾,破械,,2024/11/7,S35
白金3,尤,尤貝爾,破械,O,先攻,HERO,無,,2024/11/7,S35
金3,烙印,Meta Beat,無,O,先攻,FTK,無,,2024/11/7,S35
金3,烙印,Meta Beat,無,O,先攻,RR,無,,2024/11/7,S35
鑽3,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/11/8,S35
白金2,尤,尤貝爾,破械,O,先攻,恐啡肽,無,,2024/11/8,S35
金3,烙印,烙印,無,O,後攻,珠淚,荷魯斯,,2024/11/8,S35
鑽3,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/11/9,S35
鑽3,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/11/9,S35
鑽3,主流,天盃,無,O,後攻,珠淚,64壞,,2024/11/9,S35
白金2,尤,尤貝爾,破械,O,後攻,尤貝爾,破械,,2024/11/9,S35
白金2,尤,尤貝爾,破械,X,後攻,白銀城,無,,2024/11/9,S35
白金2,尤,尤貝爾,破械,X,後攻,尤貝爾,64壞,,2024/11/9,S35
白金2,尤,尤貝爾,破械,X,先攻,天盃,無,對手讓先,2024/11/9,S35
白金2,尤,尤貝爾,破械,O,先攻,荷魯斯,無,,2024/11/9,S35
金3,烙印,烙印,無,X,先攻,64壞,無,,2024/11/9,S35
金3,烙印,烙印,無,X,先攻,百夫,無,,2024/11/9,S35
金3,烙印,烙印,無,O,後攻,霸王,魔術師,升金2,2024/11/9,S35
鑽3,主流,天盃,無,X,後攻,尤貝爾,破械,,2024/11/10,S35
鑽3,主流,天盃,無,O,後攻,天盃,無,,2024/11/10,S35
白金2,尤,尤貝爾,破械,O,先攻,尤貝爾,破械,,2024/11/10,S35
白金2,尤,白銀城,無,O,後攻,珠淚,荷魯斯,,2024/11/10,S35
金2,烙印,烙印,無,X,後攻,進化恐龍,無,,2024/11/10,S35
鑽3,主流,天盃,無,O,後攻,天盃,無,,2024/11/11,S35
鑽3,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/11/11,S35
鑽3,主流,天盃,無,X,後攻,天盃,無,,2024/11/11,S35
鑽3,主流,天盃,無,X,後攻,神碑,雷精,,2024/11/11,S35
鑽3,主流,天盃,無,O,後攻,白銀城,無,,2024/11/11,S35
白金2,尤,白銀城,無,X,後攻,百夫,無,,2024/11/11,S35
白金2,尤,白銀城,無,X,後攻,斬機,無,,2024/11/11,S35
白金2,尤,白銀城,無,O,後攻,尤貝爾,破械,,2024/11/11,S35
金2,烙印,烙印,無,O,後攻,64壞,無,,2024/11/11,S35
金2,烙印,烙印,無,X,先攻,天盃,無,,2024/11/11,S35
金2,烙印,烙印,無,O,後攻,Unknown,無,,2024/11/11,S35
金2,烙印,烙印,無,X,後攻,征龍,無,,2024/11/11,S35
金2,烙印,烙印,無,O,先攻,鐵獸,雷精,,2024/11/11,S35
金2,烙印,烙印,無,X,後攻,蟲惑魔,無,,2024/11/11,S35
金2,烙印,烙印,無,X,後攻,閃刀姬,無,,2024/11/11,S35
鑽3,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/11/12,S35
鑽3,主流,天盃,無,O,後攻,霸王,幻奏,,2024/11/12,S35
白金2,尤,白銀城,無,X,後攻,RR,無,,2024/11/12,S35
白金2,尤,白銀城,無,X,先攻,尤貝爾,破械,對手讓先,2024/11/12,S35
白金2,尤,白銀城,無,X,後攻,神碑,無,,2024/11/12,S35
白金2,尤,白銀城,無,O,先攻,肅聲,無,,2024/11/12,S35
白金2,尤,白銀城,無,O,先攻,相劍,無,,2024/11/12,S35
金1,烙印,Meta Beat,無,X,後攻,雷龍,荷魯斯,,2024/11/12,S35
金1,烙印,奇美拉,尤貝爾,O,先攻,白龍,無,對手讓先,2024/11/12,S35
金1,烙印,奇美拉,尤貝爾,O,後攻,FTK,無,,2024/11/12,S35
金1,烙印,奇美拉,尤貝爾,O,先攻,斬機,無,,2024/11/12,S35
金1,烙印,奇美拉,尤貝爾,X,後攻,炎獸,無,,2024/11/12,S35
金1,烙印,奇美拉,尤貝爾,O,先攻,白龍,荷魯斯,對手讓先 升白金5,2024/11/12,S35
白金5,烙印,奇美拉,尤貝爾,X,先攻,白龍,無,卡手,2024/11/13,S35
白金5,烙印,奇美拉,尤貝爾,O,先攻,Unknown,無,卡手,2024/11/13,S35
白金5,烙印,奇美拉,尤貝爾,X,後攻,Meta Beat,無,,2024/11/13,S35
白金5,烙印,奇美拉,尤貝爾,X,後攻,恐啡肽,無,,2024/11/13,S35
白金5,烙印,奇美拉,尤貝爾,X,先攻,閃刀姬,無,卡手,2024/11/13,S35
白金5,烙印,奇美拉,尤貝爾,O,先攻,尤貝爾,破械,,2024/11/13,S35
白金5,烙印,奇美拉,尤貝爾,O,先攻,FTK,無,,2024/11/13,S35
鑽3,主流,天盃,無,X,後攻,天盃,無,,2024/11/13,S35
鑽3,主流,天盃,無,O,後攻,水GS,無,,2024/11/13,S35
白金2,尤,白銀城,無,X,後攻,Meta Beat,無,,2024/11/16,S35
白金2,尤,白銀城,無,X,先攻,奇美拉,64壞,,2024/11/28,S35
白金2,尤,白銀城,無,X,先攻,炎王,蛇眼,,2024/11/28,S35
白金2,尤,白銀城,無,X,後攻,光道,無,,2024/11/28,S35
白金2,尤,白銀城,無,O,先攻,古巨基,無,對手讓先,2024/11/28,S35
鑽3,主流,天盃,無,O,後攻,珠淚,64壞,,2024/11/28,S35
白金4,烙印,奇美拉,尤貝爾,O,後攻,荷魯斯,無,,2024/11/28,S35
白金4,烙印,奇美拉,尤貝爾,O,先攻,影依,珠淚,,2024/11/28,S35
鑽3,主流,天盃,無,O,後攻,蕾禍,無,,2024/11/29,S35
鑽3,主流,天盃,無,O,後攻,奇美拉,荷魯斯,升鑽2,2024/11/29,S35
白金2,烙印,白銀城,無,O,先攻,Unknown,無,,2024/11/29,S35
白金4,尤,奇美拉,尤貝爾,O,後攻,珠淚,64壞,,2024/11/29,S35
白金4,尤,奇美拉,尤貝爾,X,先攻,龍女僕,無,,2024/11/29,S35
鑽2,主流,天盃,無,O,後攻,天盃,無,,2024/11/30,S35
鑽2,主流,天盃,無,O,後攻,HERO,無,,2024/11/30,S35
鑽2,主流,天盃,無,O,先攻,天盃,無,對手讓先,2024/11/30,S35
鑽2,主流,炎王,蛇眼,X,先攻,天盃,無,,2024/11/30,S35
鑽2,主流,天盃,無,X,先攻,天盃,無,對手讓先,2024/11/30,S35
白金2,尤,尤貝爾,破械,O,後攻,白銀城,無,,2024/11/30,S35
白金2,尤,尤貝爾,破械,X,先攻,天盃,無,對手讓先,2024/11/30,S35
白金2,尤,尤貝爾,破械,X,先攻,HERO,無,,2024/11/30,S35
白金4,烙印,奇美拉,尤貝爾,X,先攻,黃金卿,無,,2024/11/30,S35
白金4,烙印,奇美拉,尤貝爾,X,後攻,神碑,無,,2024/11/30,S35
白金4,烙印,奇美拉,尤貝爾,O,先攻,龍女僕,無,,2024/11/30,S35
鑽2,主流,天盃,無,X,先攻,天盃,無,,2024/12/1,S36
白金5,主流,天盃,無,O,先攻,燒血,無,對手讓先,2024/12/2,S36
金5,尤,尤貝爾,破械,X,後攻,烙印,無,,2024/12/2,S36
金5,尤,尤貝爾,破械,O,先攻,古巨基,無,,2024/12/2,S36
金5,烙印,奇美拉,尤貝爾,X,先攻,神碑,64壞,,2024/12/2,S36
白金5,主流,天盃,無,O,後攻,奇美拉,尤貝爾,,2024/12/3,S36
金5,尤,尤貝爾,破械,O,先攻,Unknown,無,對手讓先,2024/12/3,S36
金5,烙印,奇美拉,尤貝爾,O,先攻,天盃,無,對手讓先,2024/12/3,S36
白金5,主流,天盃,無,O,後攻,斬機,無,,2024/12/4,S36
金5,尤,尤貝爾,破械,O,後攻,荷魯斯,雷風水,,2024/12/4,S36
金5,烙印,奇美拉,尤貝爾,X,後攻,百夫,無,,2024/12/4,S36
金5,烙印,奇美拉,尤貝爾,O,後攻,恩底米翁,無,,2024/12/4,S36
白金5,主流,天盃,無,X,後攻,尤貝爾,破械,,2024/12/6,S36
白金5,主流,天盃,無,O,後攻,珠淚,荷魯斯,,2024/12/6,S36
白金5,主流,天盃,無,X,後攻,奇美拉,無,,2024/12/6,S36
白金5,主流,天盃,無,O,後攻,雷精,雙子,,2024/12/6,S36
金5,尤,尤貝爾,破械,O,先攻,同步GS,無,升金4,2024/12/6,S36
金4,尤,尤貝爾,破械,O,先攻,白銀城,無,,2024/12/6,S36
金5,烙印,奇美拉,尤貝爾,O,後攻,相劍,無,,2024/12/6,S36
金4,尤,尤貝爾,破械,O,先攻,御巫,荷魯斯,,2024/12/6,S36
金4,尤,奇美拉,尤貝爾,X,先攻,奇巧人偶,無,,2024/12/6,S36
金4,尤,奇美拉,尤貝爾,O,先攻,焰聖,無,,2024/12/6,S36
白金4,主流,冰結界,無,O,後攻,奇美拉,無,,2024/12/7,S36
金4,尤,尤貝爾,破械,X,先攻,燒血,無,,2024/12/7,S36
金4,烙印,奇美拉,尤貝爾,O,先攻,尤貝爾,破械,,2024/12/7,S36
白金4,主流,炎王,蛇眼,O,先攻,斬機,無,,2024/12/8,S36
金4,尤,尤貝爾,破械,O,先攻,烙印,無,,2024/12/8,S36
金4,烙印,奇美拉,尤貝爾,O,後攻,Unknown,無,,2024/12/8,S36
白金4,主流,炎王,蛇眼,X,後攻,光道,珠淚,,2024/12/9,S36
白金4,主流,炎王,蛇眼,O,先攻,百夫,無,,2024/12/9,S36
金4,尤,尤貝爾,破械,O,先攻,烙印,無,升金3,2024/12/9,S36
金4,烙印,奇美拉,無,X,先攻,54壞,無,,2024/12/9,S36
金4,烙印,奇美拉,無,X,後攻,冰結界,無,,2024/12/9,S36
金4,烙印,奇美拉,無,O,先攻,FTK,無,對手讓先,2024/12/9,S36
金4,烙印,奇美拉,無,O,後攻,FTK,無,升金3,2024/12/9,S36
白金4,主流,炎王,蛇眼,O,後攻,白銀城,無,,2024/12/10,S36
白金4,主流,炎王,蛇眼,O,後攻,白之森,白銀城,,2024/12/10,S36
金3,尤,尤貝爾,破械,O,後攻,珠淚,荷魯斯,,2024/12/10,S36
金4,烙印,奇美拉,無,X,後攻,御巫,無,,2024/12/10,S36
白金4,主流,炎王,蛇眼,X,後攻,百夫,荷魯斯,,2024/12/11,S36
白金4,主流,炎王,蛇眼,O,先攻,白銀城,無,,2024/12/11,S36
金3,尤,尤貝爾,破械,O,後攻,百夫,無,,2024/12/11,S36
金3,烙印,奇美拉,無,X,後攻,奇巧人偶,無,,2024/12/11,S36
金3,烙印,奇美拉,無,O,後攻,FTK,無,,2024/12/11,S36
