Rank,Account,本家(我方),小軸(我方),勝負,先後攻,本家(敵方),小軸(敵方),備註,Date,Season
DC Cup,主流,天盃,無,X,先攻,RR,無,,2024/12/12,S36
DC Cup,主流,天盃,無,O,後攻,龍輝巧,無,,2024/12/12,S36
DC Cup,主流,天盃,無,O,後攻,百夫,白之森,,2024/12/12,S36
DC Cup,主流,天盃,無,O,後攻,奇巧人偶,無,,2024/12/12,S36
DC Cup,主流,天盃,無,O,後攻,大植然,荷魯斯,,2024/12/12,S36
DC Cup,主流,冰結界,無,O,後攻,威風魔靈,無,,2024/12/12,S36
DC Cup,主流,冰結界,無,X,先攻,天盃,無,對手讓先,2024/12/12,S36
DC Cup,主流,冰結界,無,X,後攻,百夫,白之森,,2024/12/12,S36
DC Cup,主流,冰結界,無,O,先攻,天盃,無,對手讓先,2024/12/12,S36
DC Cup,尤,尤貝爾,破械,X,先攻,白銀城,無,,2024/12/12,S36
DC Cup,尤,尤貝爾,破械,X,先攻,破械,雙子,,2024/12/12,S36
DC Cup,尤,尤貝爾,破械,O,先攻,Unknown,無,,2024/12/12,S36
DC Cup,烙印,奇美拉,無,O,後攻,Unknown,無,,2024/12/12,S36
DC Cup,烙印,奇美拉,無,O,先攻,炎王,蛇眼,,2024/12/12,S36
DC Cup,烙印,奇美拉,無,X,後攻,斬機,無,,2024/12/12,S36
DC Cup,烙印,奇美拉,無,O,先攻,Unknown,無,,2024/12/12,S36
DC Cup,主流,炎王,蛇眼,O,後攻,蛇眼,64壞,,2024/12/13,S36
DC Cup,尤,尤貝爾,破械,O,先攻,Unknown,無,,2024/12/13,S36
DC Cup,烙印,奇美拉,無,O,後攻,神碑,無,,2024/12/13,S36
DC Cup,主流,炎王,蛇眼,X,後攻,天盃,無,,2024/12/14,S36
DC Cup,尤,尤貝爾,破械,O,先攻,Unknown,無,,2024/12/14,S36
DC Cup,烙印,奇美拉,無,X,先攻,真紅眼,無,對手讓先,2024/12/14,S36
DC Cup,主流,炎王,蛇眼,O,先攻,Unknown,無,,2024/12/15,S36
DC Cup,尤,尤貝爾,破械,O,後攻,炎獸,無,,2024/12/15,S36
DC Cup,尤,尤貝爾,破械,O,後攻,純愛,無,,2024/12/15,S36
DC Cup,烙印,奇美拉,無,X,先攻,百夫,白之森,,2024/12/15,S36
DC Cup,烙印,奇美拉,無,O,後攻,冰結界,無,,2024/12/15,S36
DC Cup,烙印,奇美拉,無,X,後攻,蟲惑魔,無,,2024/12/15,S36
DC Cup,烙印,奇美拉,無,O,先攻,焰聖,無,,2024/12/15,S36
DC Cup,主流,炎王,蛇眼,O,後攻,銀河眼,無,,2024/12/16,S36
DC Cup,尤,尤貝爾,破械,O,先攻,旅鳥,無,,2024/12/16,S36
DC Cup,烙印,奇美拉,無,O,先攻,天盃,無,,2024/12/16,S36
DC Cup,主流,炎王,蛇眼,O,後攻,天盃,無,,2024/12/17,S36
DC Cup,尤,尤貝爾,破械,O,先攻,Unknown,無,,2024/12/17,S36
DC Cup,尤,尤貝爾,破械,X,先攻,真紅眼,無,,2024/12/17,S36
DC Cup,烙印,奇美拉,無,O,後攻,奇美拉,無,,2024/12/17,S36
DC Cup,主流,炎王,蛇眼,O,先攻,Unknown,無,,2024/12/18,S36
DC Cup,主流,炎王,蛇眼,O,後攻,白龍,無,,2024/12/18,S36
DC Cup,主流,炎王,蛇眼,O,先攻,Unknown,無,,2024/12/18,S36
DC Cup,尤,尤貝爾,破械,O,先攻,天盃,無,,2024/12/18,S36
DC Cup,烙印,奇美拉,無,O,後攻,白之森,無,,2024/12/18,S36
DC Cup,主流,炎王,蛇眼,X,後攻,閃刀姬,無,,2024/12/19,S36
DC Cup,主流,炎王,蛇眼,O,後攻,神碑,無,,2024/12/19,S36
DC Cup,主流,炎王,蛇眼,O,後攻,水GS,無,,2024/12/19,S36
DC Cup,尤,尤貝爾,破械,O,先攻,大植然,無,,2024/12/19,S36
DC Cup,烙印,奇美拉,無,O,先攻,Unknown,無,,2024/12/19,S36
DC Cup,烙印,奇美拉,無,O,先攻,64壞,無,,2024/12/19,S36
DC Cup,主流,炎王,蛇眼,O,先攻,奇美拉,無,,2024/12/20,S36
DC Cup,尤,尤貝爾,破械,O,後攻,白銀城,無,,2024/12/20,S36
DC Cup,烙印,奇美拉,無,X,後攻,荷魯斯,無,,2024/12/20,S36
DC Cup,烙印,奇美拉,無,O,先攻,Unknown,無,對手讓先,2024/12/20,S36
DC Cup,烙印,奇美拉,無,O,後攻,黃金櫃,無,,2024/12/20,S36
DC Cup,主流,炎王,蛇眼,X,先攻,天盃,無,對手讓先,2024/12/21,S36
DC Cup,主流,炎王,蛇眼,O,先攻,Unknown,無,,2024/12/21,S36
DC Cup,主流,炎王,蛇眼,X,後攻,幻奏,無,可以贏的 超時可惜,2024/12/21,S36
DC Cup,尤,尤貝爾,破械,X,後攻,烙印,無,,2024/12/21,S36
DC Cup,尤,尤貝爾,破械,O,先攻,Unknown,無,,2024/12/21,S36
DC Cup,烙印,奇美拉,無,O,後攻,百夫,荷魯斯,,2024/12/21,S36
DC Cup,主流,炎王,蛇眼,X,先攻,天盃,無,,2024/12/22,S36
DC Cup,主流,炎王,蛇眼,O,先攻,蟲惑魔,無,,2024/12/22,S36
DC Cup,尤,尤貝爾,破械,X,後攻,烙印,無,,2024/12/22,S36
DC Cup,尤,尤貝爾,破械,O,先攻,Unknown,無,,2024/12/22,S36
DC Cup,烙印,奇美拉,無,O,後攻,白銀城,無,,2024/12/22,S36
DC Cup,烙印,奇美拉,無,X,後攻,恐啡肽,無,,2024/12/22,S36
DC Cup,烙印,奇美拉,無,X,後攻,聲選姬,無,,2024/12/22,S36
DC Cup,烙印,奇美拉,無,O,後攻,Unknown,無,,2024/12/22,S36
DC Cup,烙印,奇美拉,無,X,先攻,肅聲,無,,2024/12/22,S36
DC Cup,烙印,奇美拉,無,X,後攻,同步GS,無,,2024/12/22,S36
DC Cup,烙印,奇美拉,無,O,先攻,Unknown,無,,2024/12/22,S36
DC Cup,烙印,奇美拉,無,O,先攻,Unknown,無,,2024/12/22,S36
DC Cup,烙印,奇美拉,無,X,先攻,閃刀姬,無,,2024/12/23,S36
DC Cup,尤,尤貝爾,破械,X,後攻,肅聲,無,,2024/12/23,S36
DC Cup,尤,尤貝爾,破械,O,先攻,珠淚,荷魯斯,,2024/12/23,S36
DC Cup,尤,尤貝爾,破械,O,先攻,真紅眼,無,,2024/12/23,S36
DC Cup,主流,天盃,無,O,後攻,荷魯斯,無,,2024/12/23,S36
DC Cup,主流,天盃,無,O,後攻,RR,無,,2024/12/23,S36
DC Cup,主流,天盃,無,X,後攻,蛇眼,無,,2024/12/23,S36
DC Cup,主流,天盃,無,O,後攻,天盃,無,,2024/12/23,S36
DC Cup,主流,天盃,無,X,後攻,炎王,蛇眼,,2024/12/23,S36
白金4,主流,炎王,蛇眼,O,先攻,冰結界,無,升白金二,2024/12/24,S36
金3,尤,尤貝爾,破械,O,後攻,新潮廚師,無,,2024/12/24,S36
金3,烙印,奇美拉,無,O,後攻,雷精,無,,2024/12/24,S36
金3,烙印,奇美拉,無,O,後攻,珠淚,荷魯斯,,2024/12/24,S36
金3,烙印,奇美拉,無,O,先攻,白之森,無,升金2,2024/12/24,S36
白金3,主流,炎王,蛇眼,O,先攻,奇巧人偶,無,,2024/12/25,S36
金3,尤,尤貝爾,破械,O,先攻,Unknown,無,對手讓先 升金2,2024/12/25,S36
金2,烙印,奇美拉,無,X,後攻,純愛,無,,2024/12/25,S36
金2,烙印,奇美拉,無,O,後攻,燒血,無,,2024/12/25,S36
白金3,主流,炎王,蛇眼,X,後攻,白之森,神碑,,2024/12/26,S36
金2,尤,尤貝爾,破械,O,先攻,FTK,無,對手讓先,2024/12/26,S36
金2,烙印,奇美拉,無,O,先攻,FTK,無,,2024/12/26,S36
金2,烙印,奇美拉,無,O,先攻,燒血,無,,2024/12/26,S36
白金3,主流,炎王,蛇眼,X,後攻,百鬼羅剎,無,,2024/12/27,S36
白金3,主流,炎王,蛇眼,O,先攻,霸王,魔術師,,2024/12/27,S36
金2,尤,尤貝爾,破械,O,後攻,雷精,白之森,,2024/12/27,S36
金2,烙印,奇美拉,無,X,先攻,黑魔導,無,卡手,2024/12/27,S36
金2,烙印,奇美拉,無,O,後攻,海晶,無,升金1,2024/12/27,S36
白金3,主流,炎王,蛇眼,O,先攻,天盃,無,對手讓先,2024/12/30,S36
白金3,主流,炎王,雷精,X,後攻,白之森,無,超時,2024/12/30,S36
金2,尤,尤貝爾,破械,O,後攻,相劍,無,,2024/12/30,S36
金2,尤,尤貝爾,破械,X,後攻,斬機,無,,2024/12/30,S36
金2,尤,尤貝爾,破械,O,後攻,真紅眼,無,升金2,2024/12/30,S36
金1,烙印,奇美拉,無,X,後攻,幻奏,無,,2024/12/30,S36
金1,烙印,奇美拉,無,X,先攻,FTK,無,,2024/12/30,S36
金1,烙印,奇美拉,無,O,後攻,光道,無,,2024/12/30,S36
金1,烙印,奇美拉,無,O,先攻,相劍,無,,2024/12/30,S36
金1,烙印,奇美拉,無,O,後攻,HERO,無,,2024/12/30,S36
白金3,主流,炎王,蛇眼,X,後攻,百夫,無,,2024/12/31,S36
白金3,主流,炎王,蛇眼,O,先攻,白銀城,恐啡肽,,2024/12/31,S36
白金3,主流,炎王,蛇眼,O,先攻,天盃,無,對手讓先,2024/12/31,S36
金2,尤,尤貝爾,破械,O,先攻,FTK,無,,2024/12/31,S36
金1,烙印,奇美拉,無,O,先攻,珠淚,無,升白金5,2024/12/31,S36
白金4,主流,瑪麗絲,無,O,先攻,天盃,無,,2025/8/4,S44
白金4,主流,瑪麗絲,無,O,先攻,六武眾,無,,2025/8/5,S44
白金4,主流,瑪麗絲,無,X,後攻,雷精,無,,2025/8/5,S44
白金4,主流,瑪麗絲,無,X,後攻,白龍,無,,2025/8/5,S44
白金4,主流,瑪麗絲,無,O,後攻,相劍,無,,2025/8/5,S44
白金4,主流,瑪麗絲,無,O,後攻,瑪麗絲,無,,2025/8/5,S44
白金4,主流,瑪麗絲,無,O,先攻,剎帝利,無,,2025/8/5,S44
白金4,主流,瑪麗絲,無,O,先攻,寶箱怪,無,,2025/8/5,S44
白金3,主流,瑪麗絲,無,O,後攻,水晶機巧,荷魯斯,,2025/8/5,S44
白金3,主流,瑪麗絲,無,O,先攻,白龍,原石,,2025/8/5,S44
白金3,主流,瑪麗絲,無,X,先攻,天盃,閃刀姬,,2025/8/5,S44
白金3,主流,瑪麗絲,無,O,先攻,瑪麗絲,無,,2025/8/5,S44
白金3,主流,瑪麗絲,無,O,先攻,白龍,原石,,2025/8/5,S44
白金3,主流,瑪麗絲,無,X,先攻,白龍,肅聲,,2025/8/5,S44
白金3,主流,瑪麗絲,無,O,後攻,相劍,無,,2025/8/5,S44
白金3,主流,瑪麗絲,無,O,先攻,白龍,無,,2025/8/5,S44
白金2,主流,瑪麗絲,無,O,後攻,龍輝巧,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,白龍,原石,,2025/8/6,S44
金4,烙印,雷熱,無,X,後攻,雷熱,無,,2025/8/5,S44
金4,烙印,雷熱,無,O,先攻,寶箱怪,無,,2025/8/5,S44
金3,烙印,雷熱,無,X,後攻,烙印,無,,2025/8/5,S44
金3,烙印,雷熱,無,O,後攻,御巫,無,,2025/8/5,S44
金3,烙印,雷熱,無,O,先攻,Unknown,無,,2025/8/5,S44
金3,烙印,雷熱,無,O,後攻,焰聖,無,,2025/8/5,S44
金3,烙印,雷熱,無,O,先攻,雷熱,無,,2025/8/5,S44
金2,烙印,雷熱,無,O,先攻,大植然,無,,2025/8/5,S44
金2,烙印,雷熱,無,O,後攻,尤貝爾,刻魔,,2025/8/5,S44
金2,烙印,雷熱,無,O,先攻,霸王,魔術師,,2025/8/5,S44
金2,烙印,雷熱,無,X,後攻,瑪麗絲,無,,2025/8/5,S44
金2,烙印,雷熱,無,O,先攻,天盃,無,,2025/8/5,S44
金1,烙印,雷熱,無,O,先攻,斬機,無,,2025/8/5,S44
金1,烙印,雷熱,無,O,先攻,HERO,無,,2025/8/5,S44
金1,烙印,雷熱,無,O,後攻,Unknown,無,,2025/8/5,S44
金1,烙印,雷熱,無,O,先攻,天盃,閃刀姬,,2025/8/5,S44
白金5,烙印,雷熱,無,O,後攻,雷熱,無,,2025/8/5,S44
白金5,烙印,雷熱,無,O,先攻,瑪麗絲,無,,2025/8/6,S44
白金5,烙印,雷熱,無,O,後攻,Unknown,無,,2025/8/6,S44
白金5,烙印,雷熱,無,O,先攻,驅魔修女,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,蛇眼,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,先攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,瑪麗絲,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,白龍,原石,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,先攻,烙印,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,白銀城,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,相劍,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,進化恐龍,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,進化恐龍,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,先攻,Meta Beat,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,瑪麗絲,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,先攻,相劍,超重,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,先攻,烙印,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,烙印,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,先攻,Unknown,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,相劍,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,RR,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,先攻,天盃,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,先攻,龐克,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,瑪麗絲,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,瑪麗絲,千年,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,先攻,白銀城,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,先攻,烙印,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,疾行機人,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,先攻,奇美拉,聖徒,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,珠淚,64壞,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,後攻,瑪麗絲,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,先攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,X,先攻,天盃,閃刀姬,對手讓先,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,先攻,64壞,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,雷熱,無,,2025/8/6,S44
白金2,主流,瑪麗絲,無,O,後攻,荷魯斯,刻魔,,2025/8/6,S44
白金4,烙印,雷熱,無,O,後攻,瑪麗絲,無,,2025/8/7,S44
白金4,烙印,雷熱,無,X,先攻,天盃,無,對手讓先,2025/8/7,S44
白金4,烙印,雷熱,無,O,先攻,天盃,無,對手讓先,2025/8/7,S44
白金4,烙印,雷熱,無,X,後攻,瑪麗絲,無,,2025/8/7,S44
白金4,烙印,雷熱,無,O,先攻,古生物,無,,2025/8/7,S44
白金4,烙印,雷熱,無,O,先攻,燒血,無,,2025/8/7,S44
白金4,烙印,雷熱,無,X,先攻,炎王,蛇眼,,2025/8/7,S44
白金4,烙印,雷熱,無,X,先攻,水晶機巧,無,,2025/8/7,S44
白金4,烙印,雷熱,無,O,先攻,閃刀姬,無,,2025/8/7,S44
白金4,烙印,雷熱,無,O,先攻,御巫,無,,2025/8/7,S44
白金4,烙印,雷熱,無,O,後攻,白龍,原石,,2025/8/7,S44
白金4,烙印,雷熱,無,O,後攻,百鬼羅剎,刻魔,,2025/8/7,S44
白金3,烙印,雷熱,無,O,先攻,霸王,魔術師,對手讓先,2025/8/7,S44
白金1,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/8/7,S44
白金1,主流,瑪麗絲,無,O,後攻,瑪麗絲,斬機,,2025/8/7,S44
白金1,主流,瑪麗絲,無,X,後攻,進化恐龍,無,,2025/8/7,S44
白金1,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/8/7,S44
白金1,主流,瑪麗絲,無,O,先攻,六武眾,無,,2025/8/7,S44
白金1,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/8/7,S44
鑽5,主流,瑪麗絲,無,X,後攻,雷熱,無,,2025/8/7,S44
鑽5,主流,瑪麗絲,無,O,後攻,瑪麗絲,無,,2025/8/7,S44
白金3,烙印,雷熱,無,X,後攻,Unknown,無,,2025/8/10,S44
白金3,烙印,雷熱,無,O,後攻,瑪麗絲,無,,2025/8/10,S44
白金3,烙印,雷熱,無,O,後攻,奇巧人偶,無,,2025/8/11,S44
白金3,烙印,雷熱,無,X,先攻,雷熱,無,,2025/8/12,S44
白金3,烙印,雷熱,無,O,後攻,相劍,無,,2025/8/12,S44
鑽5,主流,瑪麗絲,無,O,先攻,荷魯斯,無,,2025/8/12,S44
白金3,烙印,雷熱,無,O,先攻,瑪麗絲,無,,2025/8/18,S44
白金3,烙印,雷熱,無,O,先攻,64壞,無,,2025/8/20,S44
白金2,烙印,雷熱,無,O,後攻,雷熱,無,,2025/8/20,S44
白金2,烙印,雷熱,無,O,後攻,烙印,無,,2025/8/20,S44
白金2,烙印,雷熱,無,O,先攻,瑪麗絲,無,,2025/8/20,S44
白金2,烙印,雷熱,無,O,先攻,瑪麗絲,無,,2025/8/20,S44
鑽5,主流,瑪麗絲,無,O,後攻,Unknown,無,,2025/8/20,S44
鑽5,主流,瑪麗絲,無,O,先攻,白銀城,無,,2025/8/20,S44
鑽4,主流,瑪麗絲,無,O,先攻,瑪麗絲,無,,2025/8/20,S44
鑽4,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/8/20,S44
鑽4,主流,瑪麗絲,無,X,先攻,瑪麗絲,無,牌運太差,2025/8/21,S44
鑽4,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/8/25,S44
白金1,烙印,雷熱,無,X,先攻,龍華,相劍,,2025/8/27,S44
白金1,烙印,雷熱,無,O,先攻,HERO,無,,2025/8/27,S44
白金1,烙印,雷熱,無,X,先攻,千年,無,,2025/8/27,S44
白金1,烙印,雷熱,無,O,先攻,烙印,珠淚,,2025/8/27,S44
鑽4,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/8/27,S44
鑽4,主流,瑪麗絲,無,O,先攻,銀河眼,無,,2025/8/27,S44
鑽3,主流,瑪麗絲,無,X,先攻,天盃,閃刀姬,,2025/8/27,S44
鑽3,主流,瑪麗絲,無,X,後攻,奇美拉,無,,2025/8/27,S44
鑽4,主流,瑪麗絲,無,X,先攻,雷熱,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,O,後攻,雷熱,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,O,後攻,雷熱,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,X,後攻,瑪麗絲,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,X,後攻,百夫,刻魔,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,X,後攻,白龍,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,O,先攻,白之森,聖徒,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,O,先攻,天盃,無,對手讓先,2025/8/29,S44
白金1,烙印,雷熱,無,X,後攻,雷熱,無,,2025/8/29,S44
白金1,烙印,雷熱,無,X,先攻,紅惡魔龍,無,,2025/8/29,S44
白金1,烙印,雷熱,無,O,先攻,瑪麗絲,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,X,先攻,雷熱,無,對手讓先,2025/8/29,S44
鑽4,主流,瑪麗絲,無,X,後攻,瑪麗絲,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,O,後攻,烙印,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,X,先攻,雷熱,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,X,後攻,白龍,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,X,後攻,瑪麗絲,無,,2025/8/29,S44
鑽4,主流,瑪麗絲,無,X,先攻,珠淚,刻魔,,2025/8/29,S44
鑽5,主流,瑪麗絲,無,X,先攻,64壞,無,對手讓先,2025/8/29,S44
鑽5,主流,瑪麗絲,無,X,先攻,天盃,無,對手讓先,2025/8/31,S44
鑽5,主流,瑪麗絲,無,O,先攻,Meta Beat,無,,2025/8/31,S44
白金1,烙印,雷熱,無,X,先攻,瑪麗絲,無,,2025/8/31,S44
白金1,烙印,雷熱,無,O,先攻,64壞,無,,2025/8/31,S44
白金5,主流,瑪麗絲,無,X,後攻,雷熱,無,,2025/9/2,S45
白金5,主流,瑪麗絲,無,O,後攻,Unknown,無,,2025/9/2,S45
白金5,主流,瑪麗絲,無,O,先攻,斬機,無,,2025/9/2,S45
金5,烙印,雷熱,無,X,先攻,瑪麗絲,無,,2025/9/2,S45
金5,烙印,雷熱,無,O,先攻,龐克,無,對手讓先,2025/9/2,S45
金5,烙印,雷熱,無,O,後攻,斬機,無,,2025/9/2,S45
白金5,主流,瑪麗絲,無,O,後攻,雷熱,刻魔,,2025/9/3,S45
金5,烙印,雷熱,無,O,後攻,Unknown,無,,2025/9/3,S45
金4,烙印,雷熱,無,O,先攻,HERO,無,,2025/9/4,S45
白金5,主流,瑪麗絲,無,O,先攻,千年,無,,2025/9/4,S45
白金4,主流,瑪麗絲,無,O,先攻,瑪麗絲,無,,2025/9/5,S45
白金4,主流,瑪麗絲,無,O,先攻,神碑,無,,2025/9/5,S45
白金4,主流,瑪麗絲,無,X,先攻,瑪麗絲,斬機,,2025/9/5,S45
