Rank,Account,本家(我方),小軸(我方),勝負,先後攻,本家(敵方),小軸(敵方),備註,Date,Season
金4,烙印,雷熱,無,O,先攻,古巨基,無,,2025/9/5,S45
金4,烙印,雷熱,無,O,先攻,超重,無,,2025/9/5,S45
白金4,主流,瑪麗絲,無,O,先攻,進化恐龍,無,,2025/9/6,S45
金4,烙印,雷熱,無,X,先攻,天盃,無,對手讓先,2025/9/6,S45
金4,烙印,雷熱,無,O,先攻,銀河眼,無,,2025/9/6,S45
金3,烙印,雷熱,無,O,後攻,雷熱,無,,2025/9/6,S45
金3,烙印,雷熱,無,O,先攻,64壞,無,,2025/9/6,S45
金3,烙印,雷熱,無,O,後攻,烙印,無,,2025/9/7,S45
白金4,主流,瑪麗絲,無,O,先攻,黑魔導,原石,,2025/9/8,S45
金3,烙印,雷熱,無,O,後攻,奇巧人偶,無,,2025/9/8,S45
金2,烙印,雷熱,無,X,先攻,Unknown,無,,2025/9/9,S45
金2,烙印,雷熱,無,X,後攻,瑪麗絲,無,,2025/9/9,S45
金2,烙印,雷熱,無,O,先攻,百夫,無,,2025/9/9,S45
白金4,主流,瑪麗絲,無,O,後攻,尤貝爾,破械,,2025/9/9,S45
白金3,主流,瑪麗絲,無,X,先攻,白之森,聖徒,,2025/9/9,S45
白金3,主流,瑪麗絲,無,X,先攻,雷熱,無,吃了兩張槍==,2025/9/9,S45
白金3,主流,瑪麗絲,無,O,先攻,旅鳥,無,,2025/9/10,S45
金2,烙印,雷熱,無,O,先攻,蟲惑魔,無,,2025/9/10,S45
金2,烙印,雷熱,無,O,先攻,Unknown,無,,2025/9/10,S45
白金3,主流,瑪麗絲,無,O,先攻,珠淚,刻魔,,2025/9/11,S45
白金3,主流,瑪麗絲,無,O,先攻,御巫,刻魔,,2025/9/11,S45
金2,烙印,雷熱,無,O,後攻,電子龍,無,,2025/9/11,S45
白金3,主流,瑪麗絲,無,O,先攻,海皇,無,,2025/9/12,S45
金2,烙印,雷熱,無,O,先攻,瑪麗絲,無,,2025/9/12,S45
金1,烙印,雷熱,無,X,先攻,烙印,無,,2025/9/13,S45
白金2,主流,瑪麗絲,無,O,後攻,雷熱,無,,2025/9/13,S45
白金2,主流,瑪麗絲,無,O,先攻,RR,無,,2025/9/14,S45
白金2,主流,瑪麗絲,無,X,先攻,荷魯斯,無,,2025/9/14,S45
金1,烙印,雷熱,無,O,先攻,64壞,無,,2025/9/14,S45
白金2,主流,瑪麗絲,無,O,先攻,Unknown,無,,2025/9/15,S45
白金2,主流,瑪麗絲,無,X,先攻,原質,勇者,,2025/9/16,S45
白金2,主流,瑪麗絲,無,X,先攻,斬機,無,,2025/9/16,S45
白金2,主流,瑪麗絲,無,X,後攻,珠淚,刻魔,,2025/9/16,S45
白金2,主流,瑪麗絲,無,X,後攻,瑪麗絲,無,,2025/9/16,S45
白金2,主流,瑪麗絲,無,O,先攻,瑪麗絲,無,,2025/9/16,S45
金1,烙印,雷熱,無,O,先攻,瑪麗絲,無,對手讓先,2025/9/16,S45
金1,烙印,雷熱,無,X,先攻,燒血,無,,2025/9/16,S45
DC Cup,主流,瑪麗絲,無,O,先攻,Unknown,無,,2025/9/17,S45
DC Cup,主流,瑪麗絲,無,O,先攻,瑪麗絲,無,,2025/9/17,S45
DC Cup,烙印,雷熱,無,O,後攻,Unknown,無,,2025/9/17,S45
DC Cup,烙印,雷熱,無,X,後攻,神碑,無,,2025/9/17,S45
金1,烙印,雷熱,無,O,先攻,燒血,無,,2025/9/19,S45
DC Cup,主流,瑪麗絲,無,O,先攻,蟲惑魔,無,,2025/9/19,S45
DC Cup,主流,瑪麗絲,無,O,先攻,Unknown,無,,2025/9/20,S45
DC Cup,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/9/20,S45
DC Cup,烙印,雷熱,無,O,後攻,Meta Beat,無,,2025/9/20,S45
DC Cup,烙印,雷熱,無,O,後攻,寶箱怪,無,,2025/9/21,S45
DC Cup,主流,瑪麗絲,無,O,先攻,聲選姬,刻魔,,2025/9/21,S45
DC Cup,烙印,雷熱,無,O,先攻,Unknown,無,,2025/9/22,S45
DC Cup,烙印,雷熱,無,O,先攻,荷魯斯,無,,2025/9/22,S45
DC Cup,主流,瑪麗絲,無,O,後攻,雷熱,無,,2025/9/22,S45
DC Cup,烙印,雷熱,無,O,先攻,Unknown,無,,2025/9/24,S45
DC Cup,烙印,雷熱,無,O,後攻,RR,無,,2025/9/24,S45
DC Cup,烙印,雷熱,無,O,先攻,尤貝爾,破械,,2025/9/24,S45
DC Cup,主流,瑪麗絲,無,X,後攻,天琴,無,超時,2025/9/24,S45
DC Cup,主流,瑪麗絲,無,O,先攻,蛇眼,刻魔,,2025/9/24,S45
DC Cup,主流,瑪麗絲,無,O,先攻,烙印,無,,2025/9/25,S45
DC Cup,主流,瑪麗絲,無,O,後攻,Unknown,無,,2025/9/25,S45
DC Cup,烙印,雷熱,無,O,先攻,霸王,無,,2025/9/25,S45
DC Cup,烙印,雷熱,無,O,後攻,百鬼羅剎,無,,2025/9/26,S45
DC Cup,烙印,雷熱,無,O,後攻,Unknown,無,,2025/9/26,S45
DC Cup,烙印,雷熱,無,O,先攻,Meta Beat,64壞,,2025/9/26,S45
DC Cup,主流,瑪麗絲,無,O,先攻,白龍,原石,,2025/9/26,S45
DC Cup,主流,瑪麗絲,無,O,先攻,Unknown,無,,2025/9/26,S45
DC Cup,主流,瑪麗絲,無,O,先攻,Unknown,無,,2025/9/27,S45
DC Cup,主流,瑪麗絲,無,O,後攻,天盃,無,,2025/9/27,S45
DC Cup,主流,瑪麗絲,無,O,後攻,Unknown,無,,2025/9/27,S45
DC Cup,主流,瑪麗絲,無,X,先攻,寶石,無,,2025/9/27,S45
DC Cup,主流,瑪麗絲,無,X,先攻,古巨基,無,對手讓先,2025/9/27,S45
DC Cup,主流,瑪麗絲,無,O,先攻,黑魔導,無,,2025/9/27,S45
DC Cup,主流,瑪麗絲,無,O,先攻,Unknown,無,,2025/9/27,S45
DC Cup,主流,瑪麗絲,無,X,先攻,白龍,無,,2025/9/27,S45
DC Cup,主流,瑪麗絲,無,O,後攻,海皇,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,O,先攻,Unknown,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,O,後攻,瑪麗絲,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,O,後攻,Unknown,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,O,後攻,斬機,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,O,先攻,奇巧人偶,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,X,後攻,Unknown,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,O,先攻,瑪麗絲,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,X,後攻,HERO,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,O,後攻,白之森,蛇眼,,2025/9/27,S45
DC Cup,烙印,雷熱,無,O,後攻,斬機,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,X,先攻,冰結界,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,O,先攻,Unknown,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,O,先攻,紅惡魔龍,無,,2025/9/27,S45
DC Cup,烙印,雷熱,無,X,後攻,烙印,無,,2025/9/28,S45
DC Cup,烙印,雷熱,無,O,先攻,Unknown,無,,2025/9/28,S45
DC Cup,烙印,雷熱,無,X,先攻,瑪麗絲,無,對手讓先,2025/9/28,S45
DC Cup,烙印,雷熱,無,O,後攻,Unknown,無,,2025/9/28,S45
DC Cup,烙印,雷熱,無,O,先攻,同步GS,無,,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,X,後攻,天盃,64壞,,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,O,後攻,瑪麗絲,無,,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,X,後攻,白龍,原石,超時,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,X,後攻,寶石,珠淚,,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,X,先攻,御巫,無,對手讓先,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,O,先攻,雷熱,無,,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,O,先攻,閃刀姬,神碑,,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,X,先攻,奇美拉,無,,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,X,後攻,Meta Beat,無,,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,X,先攻,瑪麗絲,無,,2025/9/28,S45
DC Cup,主流,瑪麗絲,無,O,後攻,瑪麗絲,無,,2025/9/29,S45
DC Cup,主流,瑪麗絲,無,O,後攻,瑪麗絲,無,,2025/9/29,S45
DC Cup,主流,瑪麗絲,無,O,先攻,相劍,無,對手讓先,2025/9/29,S45
DC Cup,烙印,雷熱,無,O,先攻,Unknown,無,,2025/9/29,S45
DC Cup,烙印,雷熱,無,X,後攻,雷熱,無,,2025/9/29,S45
DC Cup,烙印,雷熱,無,X,後攻,雷熱,無,,2025/9/29,S45
DC Cup,烙印,雷熱,無,O,先攻,斬機,無,,2025/9/29,S45
DC Cup,烙印,雷熱,無,O,後攻,64壞,無,,2025/9/29,S45
DC Cup,烙印,雷熱,無,O,後攻,瑪麗絲,無,,2025/9/29,S45
金5,烙印,雷熱,無,O,後攻,白銀城,無,,2025/10/1,S46
金5,烙印,雷熱,無,O,先攻,疾行機人,無,,2025/10/5,S46
金5,烙印,雷熱,無,O,先攻,燒血,無,,2025/10/5,S46
金5,主流,瑪麗絲,無,X,後攻,海皇,無,,2025/10/5,S46
金5,主流,瑪麗絲,無,O,先攻,百夫,無,,2025/10/5,S46
金5,主流,瑪麗絲,無,O,後攻,HERO,無,,2025/10/6,S46
金5,烙印,雷熱,無,X,後攻,珠淚,刻魔,,2025/10/6,S46
金5,烙印,雷熱,無,X,後攻,大植然,無,,2025/10/6,S46
金5,烙印,雷熱,無,X,後攻,蟲惑魔,無,,2025/10/6,S46
金5,烙印,雷熱,無,X,先攻,HERO,無,,2025/10/6,S46
金5,主流,瑪麗絲,無,X,後攻,白龍,原石,,2025/10/7,S46
金5,主流,瑪麗絲,無,X,後攻,寶箱怪,無,,2025/10/7,S46
金5,主流,瑪麗絲,無,X,後攻,百夫,無,,2025/10/7,S46
金5,主流,瑪麗絲,無,O,先攻,刻魔,無,,2025/10/7,S46
金4,主流,瑪麗絲,無,O,後攻,Unknown,無,,2025/10/7,S46
金5,烙印,雷熱,無,O,後攻,白龍,無,,2025/10/7,S46
金5,烙印,雷熱,無,O,後攻,珠淚,刻魔,,2025/10/8,S46
金4,主流,瑪麗絲,無,O,後攻,尤貝爾,大植然,,2025/10/8,S46
金4,主流,瑪麗絲,無,X,後攻,肅聲,無,,2025/10/8,S46
金4,主流,瑪麗絲,無,O,先攻,同步GS,無,,2025/10/8,S46
金4,主流,瑪麗絲,無,X,後攻,瑪麗絲,無,,2025/10/8,S46
金4,主流,瑪麗絲,無,O,先攻,RR,無,,2025/10/8,S46
金4,烙印,雷熱,無,O,後攻,純愛,無,,2025/10/9,S46
金4,主流,瑪麗絲,無,X,後攻,巳劍,無,,2025/10/9,S46
金4,主流,瑪麗絲,無,X,後攻,天琴,無,,2025/10/9,S46
金4,主流,瑪麗絲,無,X,後攻,Meta Beat,無,,2025/10/9,S46
金4,主流,瑪麗絲,無,O,後攻,燒血,無,,2025/10/9,S46
金3,主流,瑪麗絲,無,O,先攻,征龍,無,,2025/10/10,S46
金3,主流,瑪麗絲,無,O,先攻,燒血,無,,2025/10/10,S46
金4,烙印,雷熱,無,X,先攻,天琴,無,,2025/10/10,S46
金4,烙印,雷熱,無,O,後攻,荷魯斯,無,,2025/10/10,S46
金4,烙印,雷熱,無,O,先攻,RR,無,,2025/10/10,S46
金4,烙印,雷熱,無,X,先攻,寶箱怪,無,,2025/10/10,S46
金4,烙印,雷熱,無,O,先攻,進化恐龍,無,,2025/10/12,S46
金3,主流,瑪麗絲,無,O,先攻,伊格尼斯,無,,2025/10/12,S46
金2,主流,瑪麗絲,無,O,先攻,肅聲,無,,2025/10/13,S46
金2,主流,瑪麗絲,無,X,後攻,雷精,無,,2025/10/13,S46
金2,主流,瑪麗絲,無,X,先攻,百夫,無,,2025/10/13,S46
金2,主流,瑪麗絲,無,O,先攻,百夫,紅惡魔龍,,2025/10/13,S46
金3,烙印,雷熱,無,O,後攻,雷熱,無,,2025/10/13,S46
金2,主流,瑪麗絲,無,X,先攻,RR,無,,2025/10/14,S46
金2,主流,瑪麗絲,無,O,先攻,白龍,無,,2025/10/14,S46
金2,主流,瑪麗絲,無,O,先攻,Meta Beat,無,,2025/10/29,S46
金1,主流,雷熱,巳劍,O,先攻,Unknown,無,,2025/10/29,S46
金3,烙印,雷熱,無,O,先攻,龍女僕,無,,2025/10/29,S46
金3,烙印,雷熱,無,O,先攻,RR,無,,2025/10/29,S46
金3,烙印,雷熱,巳劍,O,先攻,雷熱,百夫,,2025/10/29,S46
金2,烙印,雷熱,巳劍,X,先攻,新潮廚師,巳劍,,2025/10/29,S46
金2,烙印,雷熱,巳劍,O,先攻,黑羽,無,,2025/10/29,S46
金2,烙印,雷熱,巳劍,X,後攻,龍女僕,無,,2025/10/29,S46
金2,烙印,雷熱,巳劍,X,後攻,天琴,刻魔,,2025/10/29,S46
金2,烙印,雷熱,巳劍,O,先攻,天琴,巳劍,,2025/10/29,S46
金2,烙印,雷熱,巳劍,O,後攻,烙印,無,,2025/10/29,S46
金2,烙印,雷熱,巳劍,O,先攻,烙印,無,,2025/10/29,S46
金1,主流,雷熱,巳劍,O,先攻,肅聲,無,,2025/10/30,S46
金1,主流,雷熱,巳劍,X,先攻,雷熱,無,,2025/10/30,S46
金1,主流,雷熱,巳劍,O,先攻,雷熱,無,,2025/10/30,S46
金1,主流,雷熱,巳劍,O,先攻,雷精,雙子,,2025/10/30,S46
白金5,主流,雷熱,巳劍,O,後攻,電子龍,無,,2025/10/30,S46
白金5,主流,雷熱,巳劍,O,先攻,銀河眼,無,對手讓先,2025/10/30,S46
金1,烙印,雷熱,巳劍,O,後攻,Meta Beat,無,,2025/10/30,S46
金1,烙印,雷熱,巳劍,X,先攻,龍女僕,無,,2025/10/30,S46
金1,烙印,雷熱,巳劍,O,先攻,Unknown,無,,2025/10/30,S46
白金5,主流,雷熱,巳劍,O,後攻,Meta Beat,無,,2025/10/31,S46
白金5,主流,雷熱,巳劍,O,後攻,寶石,無,,2025/10/31,S46
白金4,主流,雷熱,巳劍,O,先攻,蟲惑魔,無,,2025/10/31,S46
白金4,主流,雷熱,巳劍,O,先攻,烙印,無,,2025/10/31,S46
白金4,主流,雷熱,巳劍,O,先攻,Meta Beat,64壞,,2025/10/31,S46
白金4,主流,雷熱,巳劍,O,先攻,龍輝巧,無,,2025/10/31,S46
白金3,主流,雷熱,巳劍,O,後攻,百夫,荷魯斯,,2025/10/31,S46
白金3,主流,雷熱,巳劍,O,先攻,百夫,無,,2025/10/31,S46
白金3,主流,雷熱,巳劍,O,後攻,蛇眼,刻魔,,2025/10/31,S46
白金3,主流,雷熱,巳劍,O,後攻,天琴,閃刀姬,,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,先攻,Meta Beat,無,,2025/10/31,S46
白金2,主流,雷熱,巳劍,X,先攻,瑪麗絲,無,,2025/10/31,S46
白金2,主流,雷熱,巳劍,X,後攻,雷熱,刻魔,,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,先攻,HERO,刻魔,,2025/10/31,S46
白金2,主流,雷熱,巳劍,X,後攻,白龍,無,失誤,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,後攻,刻魔,無,,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,後攻,白龍,原石,,2025/10/31,S46
白金2,主流,雷熱,巳劍,X,先攻,白之森,刻魔,,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,後攻,Meta Beat,無,,2025/10/31,S46
白金2,主流,雷熱,巳劍,X,先攻,純愛,無,,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,後攻,巳劍,刻魔,,2025/10/31,S46
白金2,主流,雷熱,巳劍,X,先攻,炎獸,無,失誤,2025/10/31,S46
白金2,主流,雷熱,巳劍,X,先攻,白銀城,無,吃兩張鎖鳥,2025/10/31,S46
金1,烙印,雷熱,巳劍,O,先攻,雷熱,巳劍,,2025/10/31,S46
白金5,烙印,雷熱,巳劍,O,先攻,白銀城,無,,2025/10/31,S46
白金5,烙印,雷熱,巳劍,O,先攻,白龍,原石,,2025/10/31,S46
白金5,烙印,雷熱,巳劍,O,後攻,RR,無,,2025/10/31,S46
白金5,烙印,雷熱,巳劍,O,後攻,Unknown,無,,2025/10/31,S46
白金4,烙印,雷熱,巳劍,X,先攻,炎王,蛇眼,卡手,2025/10/31,S46
白金4,烙印,雷熱,巳劍,O,先攻,瑪麗絲,無,,2025/10/31,S46
白金4,烙印,雷熱,巳劍,O,先攻,黑魔導,無,對手讓先,2025/10/31,S46
白金4,烙印,雷熱,巳劍,O,後攻,教導,無,,2025/10/31,S46
白金4,烙印,雷熱,巳劍,O,先攻,Unknown,無,,2025/10/31,S46
白金3,烙印,雷熱,巳劍,O,先攻,天盃,無,,2025/10/31,S46
白金3,烙印,雷熱,巳劍,O,先攻,HERO,無,,2025/10/31,S46
白金3,烙印,雷熱,巳劍,O,先攻,雷熱,巳劍,,2025/10/31,S46
白金3,烙印,雷熱,巳劍,O,先攻,RR,無,,2025/10/31,S46
白金2,烙印,雷熱,巳劍,O,後攻,寶石,珠淚,,2025/10/31,S46
白金2,烙印,雷熱,巳劍,X,後攻,尤貝爾,刻魔,,2025/10/31,S46
白金2,烙印,雷熱,巳劍,O,先攻,電子龍,無,,2025/10/31,S46
白金2,烙印,雷熱,巳劍,O,先攻,炎王,無,,2025/10/31,S46
白金2,烙印,雷熱,巳劍,O,後攻,天琴,刻魔,升白金一,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,先攻,斬機,無,,2025/10/31,S46
白金2,主流,雷熱,巳劍,X,後攻,雷熱,無,,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,後攻,再世,無,,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,先攻,水GS,無,,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,後攻,閃刀姬,無,,2025/10/31,S46
白金2,主流,雷熱,巳劍,O,後攻,黃金櫃,無,升白金一,2025/10/31,S46
白金1,主流,雷熱,巳劍,O,後攻,瑪麗絲,無,,2025/10/31,S46
白金1,主流,雷熱,巳劍,X,先攻,雷精,無,,2025/10/31,S46
白金1,主流,雷熱,巳劍,O,先攻,白龍,原石,,2025/10/31,S46
白金1,主流,雷熱,巳劍,O,先攻,再世,無,對手讓先,2025/10/31,S46
白金1,主流,雷熱,巳劍,X,先攻,54壞,無,,2025/10/31,S46
白金1,主流,雷熱,巳劍,O,先攻,瑪麗絲,無,,2025/10/31,S46
白金1,主流,雷熱,巳劍,O,先攻,天盃,無,,2025/10/31,S46
白金1,主流,雷熱,巳劍,O,先攻,龍女僕,無,升鑽五,2025/10/31,S46
鑽5,主流,雷熱,巳劍,X,後攻,瑪麗絲,無,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,X,後攻,白銀城,無,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,O,先攻,Meta Beat,無,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,X,後攻,R-ACE,刻魔,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,X,先攻,HERO,無,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,X,先攻,FTK,無,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,X,先攻,古巨基,無,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,X,後攻,龍女僕,無,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,O,先攻,烙印,無,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,X,先攻,FTK,無,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,O,先攻,霸王,魔術師,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,O,先攻,寶石,珠淚,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,O,後攻,霸王,魔術師,,2025/10/31,S46
鑽5,主流,雷熱,巳劍,O,先攻,白龍,原石,,2025/10/31,S46
鑽4,主流,雷熱,巳劍,X,後攻,巳劍,刻魔,,2025/10/31,S46
鑽4,主流,雷熱,巳劍,X,先攻,天琴,刻魔,,2025/10/31,S46
鑽4,主流,雷熱,巳劍,O,先攻,燒血,無,,2025/10/31,S46
鑽4,主流,雷熱,巳劍,O,先攻,白銀城,無,,2025/10/31,S46
鑽4,主流,雷熱,巳劍,O,後攻,瑪麗絲,無,,2025/10/31,S46
鑽4,主流,雷熱,巳劍,O,後攻,寶石,珠淚,升鑽三,2025/10/31,S46
鑽3,主流,雷熱,巳劍,O,後攻,龍女僕,白龍,,2025/10/31,S46
鑽3,主流,雷熱,巳劍,O,先攻,巳劍,無,,2025/10/31,S46
鑽3,主流,雷熱,巳劍,X,先攻,瑪麗絲,無,,2025/10/31,S46
鑽3,主流,雷熱,巳劍,X,後攻,尤貝爾,破械,,2025/10/31,S46
白金5,主流,雷熱,巳劍,O,後攻,瞳魔,無,,2025/11/2,S47
白金5,主流,雷熱,巳劍,X,後攻,再世,無,,2025/11/2,S47
白金5,主流,雷熱,巳劍,X,後攻,白銀城,無,,2025/11/2,S47
白金5,主流,雷熱,巳劍,O,先攻,記憶物,無,,2025/11/2,S47
金5,烙印,雷熱,巳劍,O,後攻,白龍,原石,,2025/11/2,S47
金5,烙印,雷熱,巳劍,O,先攻,瑪麗絲,無,,2025/11/2,S47
白金5,主流,雷熱,巳劍,O,先攻,珠淚,刻魔,,2025/11/3,S47
白金5,主流,雷熱,巳劍,O,先攻,瑪麗絲,無,,2025/11/3,S47
白金5,主流,雷熱,巳劍,O,後攻,烙印,無,升白金4,2025/11/3,S47
白金4,主流,雷熱,巳劍,X,後攻,雷熱,無,,2025/11/3,S47
白金4,主流,雷熱,巳劍,X,後攻,巳劍,刻魔,,2025/11/3,S47
金5,烙印,雷熱,巳劍,O,先攻,荷魯斯,無,,2025/11/3,S47
白金4,主流,雷熱,巳劍,O,先攻,烙印,珠淚,,2025/11/4,S47
金5,烙印,雷熱,巳劍,O,先攻,龍女僕,無,升金4,2025/11/4,S47
金4,烙印,雷熱,巳劍,O,後攻,炎獸,無,,2025/11/4,S47
金4,烙印,雷熱,巳劍,O,先攻,64壞,無,,2025/11/4,S47
白金4,主流,雷熱,巳劍,X,後攻,天琴,巳劍,,2025/11/5,S47
白金4,主流,雷熱,巳劍,X,後攻,瑪麗絲,斬機,,2025/11/5,S47
白金4,主流,雷熱,巳劍,X,先攻,瑪麗絲,無,,2025/11/5,S47
白金4,主流,雷熱,巳劍,X,後攻,烙印,無,,2025/11/5,S47
白金4,主流,雷熱,巳劍,O,先攻,尤貝爾,刻魔,,2025/11/5,S47
金4,烙印,雷熱,巳劍,O,先攻,烙印,無,,2025/11/5,S47
白金4,主流,雷熱,巳劍,X,後攻,64壞,無,,2025/11/6,S47
白金4,主流,雷熱,巳劍,X,後攻,烙印,無,,2025/11/6,S47
白金4,主流,雷熱,巳劍,X,先攻,月光,光道,大卡手,2025/11/6,S47
